eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
716080,LDG,LDG|LDG-ML,1976,3,1,2,26,2.4,,1.3,41.3,,,,0.0,,3.28,0.214,,1578841|LDG|3.70|mL,1578842|MDD|3.30|mL
716090,LDG,LDG|LDG-ML,1976,3,1,11,25,16.6,,2.1,42.8,,,,0.0,,2.99,0.214,,1578859|LDG|3.40|mL
716119,LDG,LDG|LDG-ML,1976,3,2,8,27,57.0,,9.5,47.5,,,,0.0,,3.68,0.214,,1578920|LDG|4.10|mL,1578921|ZUR|3.70|mL
716186,LDG,LDG|LDG-ML,1976,3,4,17,36,48.1,,-0.2,43.1,,,,5.0,,2.89,0.214,,1579085|LDG|3.30|mL
716225,LDG,LDG|LDG-ML,1976,3,5,13,26,10.6,,5.2,50.4,,,,10.0,,2.19,0.214,,1579158|LDG|2.60|mL
716243,LDG,LDG|LDG-ML,1976,3,6,7,11,55.7,,9.0,48.4,,,,10.0,,2.69,0.214,,1579190|LDG|3.10|mL
716285,LDG,LDG|LDG-ML,1976,3,7,2,43,29.9,,6.6,48.3,,,,25.0,,2.09,0.214,,1579278|LDG|2.50|mL
716300,LDG,LDG|LDG-ML,1976,3,7,8,48,31.6,,-3.2,47.3,,,,0.0,,2.79,0.214,,1579309|LDG|3.20|mL
716313,LDG,LDG|LDG-ML,1976,3,7,18,9,30.2,,9.9,44.5,,,,10.0,,3.38,0.214,,1579339|LDG|3.80|mL,1579340|NEIS|4.70|mb
716328,LDG,LDG|LDG-ML,1976,3,8,1,0,20.7,,-0.6,45.5,,,,5.0,,2.99,0.214,,1579369|LDG|3.40|mL
716408,LDG,LDG|LDG-ML,1976,3,10,0,1,26.4,,0.6,46.5,,,,10.0,,2.29,0.214,,1579528|LDG|2.70|mL
716443,LDG,LDG|LDG-ML,1976,3,10,15,30,59.0,,4.3,50.6,,,,5.0,,2.49,0.214,,1579610|LDG|2.90|mL
716596,LDG,LDG|LDG-ML,1976,3,14,16,7,12.5,,9.9,44.4,,,,25.0,,3.18,0.214,,1579965|NEIS|4.30|mb,1579966|LDG|3.60|mL
716883,LDG,LDG|LDG-ML,1976,3,20,21,39,26.6,,9.4,47.5,,,,5.0,,2.19,0.214,,1580610|ZUR|2.80|mL,1580611|LDG|2.60|mL
716913,LDG,LDG|LDG-ML,1976,3,21,5,1,48.8,,-1.2,47.6,,,,15.0,,2.89,0.214,,1580672|LDG|3.30|mL
716965,LDG,LDG|LDG-ML,1976,3,22,14,44,24.2,,6.9,47.1,,,,20.0,,2.09,0.214,,1580794|ZUR|2.70|mL,1580795|LDG|2.50|mL
717148,LDG,LDG|LDG-ML,1976,3,26,22,28,33.2,,9.3,47.6,,,,0.0,,3.88,0.284,,1581206|ZUR|4.10|mL,1581209|NEIS|5.20|mb,1581210|LDG|4.30|mL
717150,LDG,LDG|LDG-ML,1976,3,26,23,12,29.4,,9.3,47.5,,,,10.0,,1.89,0.214,,1581213|ZUR|2.50|mL,1581214|LDG|2.30|mL
717197,LDG,LDG|LDG-ML,1976,3,28,8,19,44.3,,9.3,47.6,,,,0.0,,2.59,0.214,,1581325|ZUR|3.10|mL,1581327|LDG|3.00|mL
717233,LDG,LDG|LDG-ML,1976,3,29,9,24,41.6,,7.8,48.0,,,,0.0,,2.39,0.214,,1581412|LDG|2.80|mL
717255,LDG,LDG|LDG-ML,1976,3,30,2,19,30.9,,1.8,42.3,,,,10.0,,2.49,0.214,,1581458|LDG|2.90|mL
714967,LDG,LDG|LDG-ML,1976,4,2,14,8,59.7,,5.3,50.1,,,,15.0,,2.19,0.214,,1576432|LDG|2.60|mL
715046,LDG,LDG|LDG-ML,1976,4,4,5,34,4.7,,3.1,43.4,,,,15.0,,2.19,0.214,,1576598|LDG|2.60|mL
715174,LDG,LDG|LDG-ML,1976,4,7,5,3,21.5,,7.6,44.4,,,,5.0,,2.39,0.214,,1576843|LDG|2.80|mL
715436,LDG,LDG|LDG-ML,1976,4,13,16,58,24.6,,-3.7,46.9,,,,15.0,,2.89,0.214,,1577419|LDG|3.30|mL
715473,LDG,LDG|LDG-ML,1976,4,14,11,54,28.8,,7.6,44.1,,,,5.0,,2.99,0.214,,1577503|LDG|3.40|mL
715484,LDG,LDG|LDG-ML,1976,4,14,15,31,22.9,,5.6,50.3,,,,5.0,,2.59,0.214,,1577530|LDG|3.00|mL
715732,LDG,LDG|LDG-ML,1976,4,21,1,1,53.8,,-0.6,43.3,,,,10.0,,2.29,0.214,,1578071|LDG|2.70|mL
