Distance (km) IMT Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,6.50
PGA
rhypo,rx,rjb,repi,rrup,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
65.7647,65.0000,65.0000,65.0000,65.1920,0.08475376,0.04229141,0.04526009,0.10539729,0.07170658,0.08237107
66.7533,66.0000,66.0000,66.0000,66.1891,0.08339369,0.04138707,0.04434727,0.10360981,0.07034521,0.08074268
67.7422,67.0000,67.0000,67.0000,67.1863,0.08207481,0.04051470,0.04346585,0.10186424,0.06902640,0.07916035
68.7314,68.0000,68.0000,68.0000,68.1836,0.08079530,0.03967273,0.04261430,0.10015914,0.06774811,0.07762230
69.7209,69.0000,69.0000,69.0000,69.1809,0.07955346,0.03885971,0.04179122,0.09849313,0.06650841,0.07612681
70.7107,70.0000,70.0000,70.0000,70.1783,0.07834768,0.03807427,0.04099527,0.09686493,0.06530551,0.07467226
71.7008,71.0000,71.0000,71.0000,71.1758,0.07717645,0.03731511,0.04022520,0.09527328,0.06413772,0.07325710
72.6911,72.0000,72.0000,72.0000,72.1734,0.07603832,0.03658102,0.03947984,0.09371701,0.06300345,0.07187986
73.6817,73.0000,73.0000,73.0000,73.1710,0.07493194,0.03587086,0.03875808,0.09219498,0.06190121,0.07053915
74.6726,74.0000,74.0000,74.0000,74.1687,0.07385601,0.03518356,0.03805886,0.09070610,0.06082959,0.06923363
75.6637,75.0000,75.0000,75.0000,75.1665,0.07280933,0.03451809,0.03738121,0.08924936,0.05978728,0.06796204
76.6551,76.0000,76.0000,76.0000,76.1643,0.07179073,0.03387350,0.03672419,0.08782375,0.05877303,0.06672316
77.6466,77.0000,77.0000,77.0000,77.1622,0.07079912,0.03324888,0.03608692,0.08642834,0.05778566,0.06551585
78.6384,78.0000,78.0000,78.0000,78.1601,0.06983346,0.03264338,0.03546858,0.08506222,0.05682407,0.06433900
79.6304,79.0000,79.0000,79.0000,79.1581,0.06889276,0.03205619,0.03486836,0.08372452,0.05588720,0.06319157
80.6226,80.0000,80.0000,80.0000,80.1561,0.06797608,0.03148654,0.03428553,0.08241441,0.05497406,0.06207254
81.6149,81.0000,81.0000,81.0000,81.1542,0.06708252,0.03093371,0.03371938,0.08113108,0.05408372,0.06098097
82.6075,82.0000,82.0000,82.0000,82.1523,0.06621125,0.03039701,0.03316924,0.07987379,0.05321530,0.05991592
83.6002,83.0000,83.0000,83.0000,83.1505,0.06536144,0.02987578,0.03263448,0.07864178,0.05236795,0.05887653
84.5931,84.0000,84.0000,84.0000,84.1487,0.06453233,0.02936942,0.03211448,0.07743435,0.05154087,0.05786196
85.5862,85.0000,85.0000,85.0000,85.1469,0.06372318,0.02887733,0.03160869,0.07625082,0.05073332,0.05687139
86.5794,86.0000,86.0000,86.0000,86.1452,0.06293329,0.02839896,0.03111655,0.07509054,0.04994457,0.05590406
87.5728,87.0000,87.0000,87.0000,87.1436,0.06216200,0.02793377,0.03063755,0.07395288,0.04917395,0.05495924
88.5664,88.0000,88.0000,88.0000,88.1419,0.06140866,0.02748127,0.03017119,0.07283723,0.04842081,0.05403620
89.5600,89.0000,89.0000,89.0000,89.1403,0.06067267,0.02704097,0.02971701,0.07174301,0.04768454,0.05313428
90.5539,90.0000,90.0000,90.0000,90.1388,0.05995343,0.02661242,0.02927455,0.07066966,0.04696455,0.05225282
91.5478,91.0000,91.0000,91.0000,91.1373,0.05925041,0.02619517,0.02884340,0.06961663,0.04626029,0.05139119
92.5419,92.0000,92.0000,92.0000,92.1358,0.05856305,0.02578883,0.02842314,0.06858341,0.04557123,0.05054879
93.5361,93.0000,93.0000,93.0000,93.1343,0.05789085,0.02539299,0.02801340,0.06756948,0.04489685,0.04972505
94.5304,94.0000,94.0000,94.0000,94.1329,0.05723333,0.02500727,0.02761379,0.06657437,0.04423669,0.04891940
95.5249,95.0000,95.0000,95.0000,95.1315,0.05659001,0.02463132,0.02722397,0.06559759,0.04359028,0.04813132
96.5194,96.0000,96.0000,96.0000,96.1301,0.05596045,0.02426480,0.02684360,0.06463871,0.04295718,0.04736029
97.5141,97.0000,97.0000,97.0000,97.1288,0.05534422,0.02390736,0.02647236,0.06369727,0.04233698,0.04660582
98.5089,98.0000,98.0000,98.0000,98.1275,0.05474090,0.02355871,0.02610994,0.06277285,0.04172928,0.04586743
99.5038,99.0000,99.0000,99.0000,99.1262,0.05415010,0.02321854,0.02575604,0.06186505,0.04113368,0.04514465
100.4988,100.0000,100.0000,100.0000,100.1249,0.05357144,0.02288657,0.02541039,0.06097347,0.04054983,0.04443706
101.4938,101.0000,101.0000,101.0000,101.1237,0.05300455,0.02256252,0.02507270,0.06009772,0.03997738,0.04374423
102.4890,102.0000,102.0000,102.0000,102.1225,0.05244909,0.02224612,0.02474273,0.05923744,0.03941599,0.04306574
103.4843,103.0000,103.0000,103.0000,103.1213,0.05190471,0.02193713,0.02442023,0.05839225,0.03886534,0.04240120
104.4797,104.0000,104.0000,104.0000,104.1201,0.05137110,0.02163531,0.02410495,0.05756182,0.03832511,0.04175023
105.4751,105.0000,105.0000,105.0000,105.1190,0.05084793,0.02134042,0.02379667,0.05674581,0.03779503,0.04111245
106.4707,106.0000,106.0000,106.0000,106.1179,0.05033492,0.02105224,0.02349517,0.05594388,0.03727479,0.04048753
107.4663,107.0000,107.0000,107.0000,107.1168,0.04983178,0.02077056,0.02320024,0.05515572,0.03676414,0.03987510
108.4620,108.0000,108.0000,108.0000,108.1157,0.04933822,0.02049518,0.02291168,0.05438103,0.03626280,0.03927485
109.4578,109.0000,109.0000,109.0000,109.1146,0.04885398,0.02022590,0.02262929,0.05361950,0.03577053,0.03868645
110.4536,110.0000,110.0000,110.0000,110.1136,0.04837880,0.01996253,0.02235289,0.05287085,0.03528709,0.03810959
111.4495,111.0000,111.0000,111.0000,111.1126,0.04791243,0.01970489,0.02208230,0.05213479,0.03481224,0.03754397
112.4455,112.0000,112.0000,112.0000,112.1116,0.04745464,0.01945281,0.02181735,0.05141105,0.03434576,0.03698931
113.4416,113.0000,113.0000,113.0000,113.1106,0.04700519,0.01920612,0.02155787,0.05069936,0.03388743,0.03644532
114.4378,114.0000,114.0000,114.0000,114.1096,0.04656386,0.01896466,0.02130370,0.04999947,0.03343705,0.03591174
115.4340,115.0000,115.0000,115.0000,115.1086,0.04613044,0.01872828,0.02105469,0.04931113,0.03299441,0.03538830
116.4302,116.0000,116.0000,116.0000,116.1077,0.04570471,0.01849682,0.02081069,0.04863409,0.03255933,0.03487475
117.4266,117.0000,117.0000,117.0000,117.1068,0.04528648,0.01827015,0.02057156,0.04796812,0.03213162,0.03437084
118.4230,118.0000,118.0000,118.0000,118.1059,0.04487555,0.01804812,0.02033716,0.04731298,0.03171110,0.03387635
119.4194,119.0000,119.0000,119.0000,119.1050,0.04447174,0.01783061,0.02010736,0.04666846,0.03129760,0.03339103
120.4159,120.0000,120.0000,120.0000,120.1041,0.04407487,0.01761749,0.01988204,0.04603433,0.03089095,0.03291467
121.4125,121.0000,121.0000,121.0000,121.1033,0.04368475,0.01740862,0.01966106,0.04541039,0.03049098,0.03244705
122.4091,122.0000,122.0000,122.0000,122.1024,0.04330123,0.01720390,0.01944431,0.04479642,0.03009755,0.03198796
123.4058,123.0000,123.0000,123.0000,123.1016,0.04292414,0.01700321,0.01923168,0.04419223,0.02971050,0.03153720
124.4026,124.0000,124.0000,124.0000,124.1008,0.04255332,0.01680644,0.01902306,0.04359762,0.02932969,0.03109457
125.3994,125.0000,125.0000,125.0000,125.1000,0.04218862,0.01661348,0.01881834,0.04301240,0.02895497,0.03065988
126.3962,126.0000,126.0000,126.0000,126.0992,0.04182988,0.01642423,0.01861741,0.04243639,0.02858621,0.03023295
127.3931,127.0000,127.0000,127.0000,127.0984,0.04147698,0.01623859,0.01842018,0.04186939,0.02822328,0.02981360
128.3900,128.0000,128.0000,128.0000,128.0976,0.04112976,0.01605646,0.01822655,0.04131125,0.02786606,0.02940165
129.3870,129.0000,129.0000,129.0000,129.0969,0.04078809,0.01587775,0.01803643,0.04076179,0.02751440,0.02899693
130.3840,130.0000,130.0000,130.0000,130.0961,0.04045185,0.01570238,0.01784973,0.04022083,0.02716821,0.02859928
131.3811,131.0000,131.0000,131.0000,131.0954,0.04012090,0.01553024,0.01766636,0.03968822,0.02682735,0.02820854
132.3782,132.0000,132.0000,132.0000,132.0947,0.03979513,0.01536127,0.01748624,0.03916380,0.02649173,0.02782456
133.3754,133.0000,133.0000,133.0000,133.0940,0.03947441,0.01519538,0.01730929,0.03864740,0.02616122,0.02744718
134.3726,134.0000,134.0000,134.0000,134.0933,0.03915864,0.01503249,0.01713542,0.03813889,0.02583572,0.02707626
135.3699,135.0000,135.0000,135.0000,135.0926,0.03884769,0.01487253,0.01696457,0.03763811,0.02551513,0.02671165
136.3672,136.0000,136.0000,136.0000,136.0919,0.03854146,0.01471542,0.01679665,0.03714492,0.02519936,0.02635323
137.3645,137.0000,137.0000,137.0000,137.0912,0.03823985,0.01456109,0.01663160,0.03665918,0.02488829,0.02600084
138.3618,138.0000,138.0000,138.0000,138.0906,0.03794275,0.01440947,0.01646935,0.03618075,0.02458184,0.02565437
139.3592,139.0000,139.0000,139.0000,139.0899,0.03765006,0.01426050,0.01630982,0.03570949,0.02427992,0.02531369
140.3567,140.0000,140.0000,140.0000,140.0893,0.03736169,0.01411411,0.01615297,0.03524528,0.02398244,0.02497867
141.3542,141.0000,141.0000,141.0000,141.0886,0.03707755,0.01397024,0.01599871,0.03478798,0.02368930,0.02464919
142.3517,142.0000,142.0000,142.0000,142.0880,0.03679753,0.01382882,0.01584700,0.03433748,0.02340044,0.02432514
143.3492,143.0000,143.0000,143.0000,143.0874,0.03652157,0.01368981,0.01569777,0.03389364,0.02311576,0.02400640
144.3468,144.0000,144.0000,144.0000,144.0868,0.03624956,0.01355314,0.01555097,0.03345636,0.02283518,0.02369286
145.3444,145.0000,145.0000,145.0000,145.0862,0.03598142,0.01341876,0.01540653,0.03302551,0.02255863,0.02338441
146.3421,146.0000,146.0000,146.0000,146.0856,0.03571708,0.01328661,0.01526441,0.03260097,0.02228603,0.02308095
147.3397,147.0000,147.0000,147.0000,147.0850,0.03545646,0.01315665,0.01512456,0.03218265,0.02201731,0.02278237
148.3375,148.0000,148.0000,148.0000,148.0844,0.03519947,0.01302882,0.01498691,0.03177042,0.02175240,0.02248858
149.3352,149.0000,149.0000,149.0000,149.0839,0.03494605,0.01290307,0.01485143,0.03136419,0.02149122,0.02219948
150.3330,150.0000,150.0000,150.0000,150.0833,0.03469612,0.01277935,0.01471806,0.03096384,0.02123371,0.02191497
====================================================
SA(1.0)
rhypo,rx,rjb,repi,rrup,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
10.0000,0.0000,0.0000,0.0000,5.0000,0.26418198,0.16591585,0.15065225,0.29290326,0.25801786,0.23395497
10.0499,1.0000,1.0000,1.0000,5.0990,0.25939741,0.16236304,0.14948657,0.28007263,0.25512138,0.23097527
10.1980,2.0000,2.0000,2.0000,5.3852,0.24653615,0.15315495,0.14615863,0.25206535,0.24702484,0.22276936
10.4403,3.0000,3.0000,3.0000,5.8310,0.22895280,0.14125162,0.14111149,0.22308398,0.23517298,0.21106849
10.7703,4.0000,4.0000,4.0000,6.4031,0.20988006,0.12905112,0.13491295,0.19841217,0.22119741,0.19771008
11.1803,5.0000,5.0000,5.0000,7.0711,0.19141410,0.11777979,0.12810883,0.17842005,0.20644191,0.18407341
11.6619,6.0000,6.0000,6.0000,7.8102,0.17455591,0.10784009,0.12113563,0.16226021,0.19181996,0.17098241
12.2066,7.0000,7.0000,7.0000,8.6023,0.15961181,0.09923587,0.11429663,0.14904146,0.17786964,0.15883745
12.8062,8.0000,8.0000,8.0000,9.4340,0.14653883,0.09182330,0.10777730,0.13806062,0.16486348,0.14777728
13.4536,9.0000,9.0000,9.0000,10.2956,0.13515178,0.08542512,0.10167477,0.12879874,0.15290640,0.13779937
14.1421,10.0000,10.0000,10.0000,11.1803,0.12522729,0.07987461,0.09602684,0.12087719,0.14200541,0.12883381
14.8661,11.0000,11.0000,11.0000,12.0830,0.11654959,0.07502873,0.09083465,0.11401770,0.13211447,0.12078432
15.6205,12.0000,12.0000,12.0000,13.0000,0.10892750,0.07076937,0.08607858,0.10801293,0.12316170,0.11354937
16.4012,13.0000,13.0000,13.0000,13.9284,0.10219814,0.06700042,0.08172849,0.10270593,0.11506524,0.10703226
17.2047,14.0000,14.0000,14.0000,14.8661,0.09622535,0.06364406,0.07775007,0.09797605,0.10774212,0.10114527
18.0278,15.0000,15.0000,15.0000,15.8114,0.09089619,0.06063715,0.07410848,0.09372910,0.10111298,0.09581092
18.8680,16.0000,16.0000,16.0000,16.7631,0.08611718,0.05792826,0.07077031,0.08989059,0.09510434,0.09096163
19.7231,17.0000,17.0000,17.0000,17.7200,0.08181088,0.05547525,0.06770462,0.08640078,0.08964950,0.08653897
20.5913,18.0000,18.0000,18.0000,18.6815,0.07791291,0.05324339,0.06488332,0.08321126,0.08468861,0.08249253
21.4709,19.0000,19.0000,19.0000,19.6469,0.07436952,0.05120382,0.06228117,0.08028235,0.08016840,0.07877886
22.3607,20.0000,20.0000,20.0000,20.6155,0.07113563,0.04933244,0.05987572,0.07758120,0.07604163,0.07536047
23.2594,21.0000,21.0000,21.0000,21.5870,0.06817323,0.04760897,0.05764705,0.07508041,0.07226656,0.07220498
24.1661,22.0000,22.0000,22.0000,22.5610,0.06545013,0.04601625,0.05557755,0.07275687,0.06880632,0.06928432
25.0799,23.0000,23.0000,23.0000,23.5372,0.06293888,0.04453966,0.05365164,0.07059103,0.06562836,0.06657409
26.0000,24.0000,24.0000,24.0000,24.5153,0.06061600,0.04316667,0.05185554,0.06856616,0.06270395,0.06405306
26.9258,25.0000,25.0000,25.0000,25.4951,0.05846127,0.04188650,0.05017708,0.06666789,0.06000766,0.06170261
27.8568,26.0000,26.0000,26.0000,26.4764,0.05645725,0.04068982,0.04860545,0.06488379,0.05751703,0.05950646
28.7924,27.0000,27.0000,27.0000,27.4591,0.05458875,0.03956850,0.04713107,0.06320305,0.05521214,0.05745026
29.7321,28.0000,28.0000,28.0000,28.4429,0.05284256,0.03851546,0.04574540,0.06161626,0.05307529,0.05552133
30.6757,29.0000,29.0000,29.0000,29.4279,0.05120710,0.03752446,0.04444085,0.06011510,0.05109077,0.05370846
31.6228,30.0000,30.0000,30.0000,30.4138,0.04967220,0.03659002,0.04321064,0.05869227,0.04924459,0.05200167
32.5730,31.0000,31.0000,31.0000,31.4006,0.04822887,0.03570729,0.04204868,0.05734130,0.04752425,0.05039210
33.5261,32.0000,32.0000,32.0000,32.3883,0.04686918,0.03487196,0.04094953,0.05605643,0.04591860,0.04887180
34.4819,33.0000,33.0000,33.0000,33.3766,0.04558605,0.03408018,0.03990829,0.05483253,0.04441763,0.04743368
35.4401,34.0000,34.0000,34.0000,34.3657,0.04437320,0.03332853,0.03892054,0.05366500,0.04301239,0.04607135
36.4005,35.0000,35.0000,35.0000,35.3553,0.04322499,0.03261394,0.03798230,0.05254970,0.04169483,0.04477905
37.3631,36.0000,36.0000,36.0000,36.3456,0.04213639,0.03193364,0.03708995,0.05148291,0.04045769,0.04355161
38.3275,37.0000,37.0000,37.0000,37.3363,0.04110287,0.03128513,0.03624023,0.05046127,0.03929444,0.04238432
39.2938,38.0000,38.0000,38.0000,38.3275,0.04012032,0.03066615,0.03543016,0.04948173,0.03819918,0.04127293
40.2616,39.0000,39.0000,39.0000,39.3192,0.03918506,0.03007468,0.03465704,0.04854151,0.03716657,0.04021357
41.2311,40.0000,40.0000,40.0000,40.3113,0.03829374,0.02950884,0.03391839,0.04763810,0.03619177,0.03920271
42.2019,41.0000,41.0000,41.0000,41.3038,0.03744333,0.02896694,0.03321197,0.04676919,0.03527039,0.03823713
43.1741,42.0000,42.0000,42.0000,42.2966,0.03663105,0.02844745,0.03253569,0.04593267,0.03439844,0.03731391
44.1475,43.0000,43.0000,43.0000,43.2897,0.03585438,0.02794895,0.03188768,0.04512661,0.03357230,0.03643034
45.1221,44.0000,44.0000,44.0000,44.2832,0.03511103,0.02747015,0.03126619,0.04434923,0.03278864,0.03558395
46.0977,45.0000,45.0000,45.0000,45.2769,0.03439888,0.02700986,0.03066962,0.04359890,0.03204446,0.03477247
47.0744,46.0000,46.0000,46.0000,46.2709,0.03371598,0.02656698,0.03009649,0.04287411,0.03133699,0.03399380
48.0521,47.0000,47.0000,47.0000,47.2652,0.03306058,0.02614051,0.02954544,0.04217346,0.03066369,0.03324603
49.0306,48.0000,48.0000,48.0000,48.2597,0.03243102,0.02572952,0.02901521,0.04149567,0.03002226,0.03252736
50.0100,49.0000,49.0000,49.0000,49.2544,0.03182580,0.02533314,0.02850463,0.04083954,0.02941056,0.03183614
50.9902,50.0000,50.0000,50.0000,50.2494,0.03124352,0.02495059,0.02801263,0.04020395,0.02882664,0.03117086
51.9711,51.0000,51.0000,51.0000,51.2445,0.03068290,0.02458112,0.02753820,0.03958788,0.02826871,0.03053009
52.9528,52.0000,52.0000,52.0000,52.2398,0.03014273,0.02422405,0.02708042,0.03899037,0.02773511,0.02991251
53.9351,53.0000,53.0000,53.0000,53.2353,0.02962191,0.02387874,0.02663840,0.03841051,0.02722431,0.02931691
54.9181,54.0000,54.0000,54.0000,54.2310,0.02911942,0.02354460,0.02621134,0.03784748,0.02673491,0.02874215
55.9017,55.0000,55.0000,55.0000,55.2268,0.02863428,0.02322106,0.02579850,0.03730048,0.02626559,0.02818715
56.8859,56.0000,56.0000,56.0000,56.2228,0.02816562,0.02290762,0.02539916,0.03676878,0.02581516,0.02765093
57.8705,57.0000,57.0000,57.0000,57.2189,0.02771259,0.02260378,0.02501266,0.03625170,0.02538250,0.02713257
58.8558,58.0000,58.0000,58.0000,58.2151,0.02727443,0.02230911,0.02463840,0.03574860,0.02496657,0.02663119
59.8415,59.0000,59.0000,59.0000,59.2115,0.02685040,0.02202316,0.02427578,0.03525885,0.02456642,0.02614598
60.8276,60.0000,60.0000,60.0000,60.2080,0.02643983,0.02174555,0.02392428,0.03478191,0.02418115,0.02567618
61.8142,61.0000,61.0000,61.0000,61.2046,0.02604208,0.02147590,0.02358338,0.03431722,0.02380993,0.02522108
62.8013,62.0000,62.0000,62.0000,62.2013,0.02565656,0.02121386,0.02325260,0.03386429,0.02345199,0.02478001
63.7887,63.0000,63.0000,63.0000,63.1981,0.02528270,0.02095910,0.02293149,0.03342264,0.02310661,0.02435233
64.7765,64.0000,64.0000,64.0000,64.1950,0.02491997,0.02071130,0.02261963,0.03299181,0.02277312,0.02393745
65.7647,65.0000,65.0000,65.0000,65.1920,0.02456789,0.02047018,0.02231663,0.03257138,0.02245089,0.02353481
66.7533,66.0000,66.0000,66.0000,66.1891,0.02422598,0.02023545,0.02202210,0.03216096,0.02213934,0.02314388
67.7422,67.0000,67.0000,67.0000,67.1863,0.02389381,0.02000685,0.02173569,0.03176015,0.02183792,0.02276417
68.7314,68.0000,68.0000,68.0000,68.1836,0.02357096,0.01978415,0.02145706,0.03136860,0.02154613,0.02239520
69.7209,69.0000,69.0000,69.0000,69.1809,0.02325705,0.01956709,0.02118590,0.03098597,0.02126347,0.02203653
70.7107,70.0000,70.0000,70.0000,70.1783,0.02295169,0.01935547,0.02092190,0.03061192,0.02098951,0.02168775
71.7008,71.0000,71.0000,71.0000,71.1758,0.02265455,0.01914907,0.02066479,0.03024616,0.02072382,0.02134845
72.6911,72.0000,72.0000,72.0000,72.1734,0.02236530,0.01894770,0.02041429,0.02988838,0.02046601,0.02101825
73.6817,73.0000,73.0000,73.0000,73.1710,0.02208361,0.01875115,0.02017015,0.02953832,0.02021570,0.02069680
74.6726,74.0000,74.0000,74.0000,74.1687,0.02180920,0.01855926,0.01993212,0.02919570,0.01997255,0.02038376
75.6637,75.0000,75.0000,75.0000,75.1665,0.02154178,0.01837186,0.01969998,0.02886027,0.01973622,0.02007882
76.6551,76.0000,76.0000,76.0000,76.1643,0.02128109,0.01818878,0.01947350,0.02853179,0.01950642,0.01978165
77.6466,77.0000,77.0000,77.0000,77.1622,0.02102687,0.01800987,0.01925248,0.02821004,0.01928284,0.01949198
78.6384,78.0000,78.0000,78.0000,78.1601,0.02077888,0.01783498,0.01903672,0.02789478,0.01906522,0.01920953
79.6304,79.0000,79.0000,79.0000,79.1581,0.02053690,0.01766397,0.01882603,0.02758582,0.01885329,0.01893403
80.6226,80.0000,80.0000,80.0000,80.1561,0.02030070,0.01749671,0.01862023,0.02728295,0.01864682,0.01866524
81.6149,81.0000,81.0000,81.0000,81.1542,0.02007008,0.01733307,0.01841916,0.02698598,0.01844556,0.01840291
82.6075,82.0000,82.0000,82.0000,82.1523,0.01984484,0.01717293,0.01822264,0.02669472,0.01824930,0.01814682
83.6002,83.0000,83.0000,83.0000,83.1505,0.01962479,0.01701618,0.01803052,0.02640901,0.01805785,0.01789675
84.5931,84.0000,84.0000,84.0000,84.1487,0.01940976,0.01686270,0.01784266,0.02612868,0.01787099,0.01765250
85.5862,85.0000,85.0000,85.0000,85.1469,0.01919956,0.01671238,0.01765891,0.02585356,0.01768855,0.01741387
86.5794,86.0000,86.0000,86.0000,86.1452,0.01899405,0.01656514,0.01747914,0.02558350,0.01751035,0.01718067
87.5728,87.0000,87.0000,87.0000,87.1436,0.01879306,0.01642086,0.01730321,0.02531835,0.01733622,0.01695272
88.5664,88.0000,88.0000,88.0000,88.1419,0.01859644,0.01627946,0.01713100,0.02505797,0.01716601,0.01672984
89.5600,89.0000,89.0000,89.0000,89.1403,0.01840406,0.01614085,0.01696240,0.02480223,0.01699957,0.01651188
90.5539,90.0000,90.0000,90.0000,90.1388,0.01821576,0.01600494,0.01679729,0.02455099,0.01683675,0.01629867
91.5478,91.0000,91.0000,91.0000,91.1373,0.01803143,0.01587165,0.01663556,0.02430414,0.01667743,0.01609006
92.5419,92.0000,92.0000,92.0000,92.1358,0.01785094,0.01574090,0.01647710,0.02406154,0.01652147,0.01588591
93.5361,93.0000,93.0000,93.0000,93.1343,0.01767416,0.01561263,0.01632182,0.02382308,0.01636875,0.01568608
94.5304,94.0000,94.0000,94.0000,94.1329,0.01750099,0.01548674,0.01616962,0.02358865,0.01621916,0.01549043
95.5249,95.0000,95.0000,95.0000,95.1315,0.01733131,0.01536319,0.01602041,0.02335815,0.01607258,0.01529884
96.5194,96.0000,96.0000,96.0000,96.1301,0.01716502,0.01524189,0.01587409,0.02313146,0.01592891,0.01511119
97.5141,97.0000,97.0000,97.0000,97.1288,0.01700201,0.01512279,0.01573059,0.02290850,0.01578805,0.01492736
98.5089,98.0000,98.0000,98.0000,98.1275,0.01684219,0.01500582,0.01558982,0.02268916,0.01564991,0.01474722
99.5038,99.0000,99.0000,99.0000,99.1262,0.01668546,0.01489093,0.01545171,0.02247334,0.01551438,0.01457069
100.4988,100.0000,100.0000,100.0000,100.1249,0.01653174,0.01477805,0.01531617,0.02226098,0.01538139,0.01439764
101.4938,101.0000,101.0000,101.0000,101.1237,0.01638093,0.01466714,0.01518314,0.02205196,0.01525086,0.01422799
102.4890,102.0000,102.0000,102.0000,102.1225,0.01623296,0.01455813,0.01505254,0.02184622,0.01512269,0.01406163
103.4843,103.0000,103.0000,103.0000,103.1213,0.01608775,0.01445099,0.01492431,0.02164367,0.01499683,0.01389847
104.4797,104.0000,104.0000,104.0000,104.1201,0.01594521,0.01434565,0.01479838,0.02144423,0.01487318,0.01373842
105.4751,105.0000,105.0000,105.0000,105.1190,0.01580527,0.01424207,0.01467470,0.02124784,0.01475170,0.01358139
106.4707,106.0000,106.0000,106.0000,106.1179,0.01566786,0.01414021,0.01455319,0.02105441,0.01463230,0.01342731
107.4663,107.0000,107.0000,107.0000,107.1168,0.01553292,0.01404003,0.01443381,0.02086388,0.01451492,0.01327609
108.4620,108.0000,108.0000,108.0000,108.1157,0.01540037,0.01394147,0.01431649,0.02067617,0.01439951,0.01312765
109.4578,109.0000,109.0000,109.0000,109.1146,0.01527016,0.01384450,0.01420118,0.02049123,0.01428600,0.01298192
110.4536,110.0000,110.0000,110.0000,110.1136,0.01514221,0.01374908,0.01408783,0.02030899,0.01417435,0.01283883
111.4495,111.0000,111.0000,111.0000,111.1126,0.01501648,0.01365516,0.01397639,0.02012939,0.01406448,0.01269831
112.4455,112.0000,112.0000,112.0000,112.1116,0.01489290,0.01356273,0.01386681,0.01995236,0.01395636,0.01256029
113.4416,113.0000,113.0000,113.0000,113.1106,0.01477141,0.01347172,0.01375905,0.01977786,0.01384994,0.01242471
114.4378,114.0000,114.0000,114.0000,114.1096,0.01465198,0.01338212,0.01365305,0.01960583,0.01374516,0.01229150
115.4340,115.0000,115.0000,115.0000,115.1086,0.01453453,0.01329389,0.01354877,0.01943620,0.01364198,0.01216060
116.4302,116.0000,116.0000,116.0000,116.1077,0.01441903,0.01320700,0.01344618,0.01926893,0.01354036,0.01203196
117.4266,117.0000,117.0000,117.0000,117.1068,0.01430541,0.01312141,0.01334523,0.01910398,0.01344026,0.01190552
118.4230,118.0000,118.0000,118.0000,118.1059,0.01419365,0.01303709,0.01324587,0.01894128,0.01334162,0.01178122
119.4194,119.0000,119.0000,119.0000,119.1050,0.01408369,0.01295402,0.01314808,0.01878079,0.01324443,0.01165902
120.4159,120.0000,120.0000,120.0000,120.1041,0.01397549,0.01287217,0.01305182,0.01862246,0.01314863,0.01153886
121.4125,121.0000,121.0000,121.0000,121.1033,0.01386900,0.01279150,0.01295704,0.01846626,0.01305419,0.01142068
122.4091,122.0000,122.0000,122.0000,122.1024,0.01376419,0.01271200,0.01286372,0.01831213,0.01296108,0.01130445
123.4058,123.0000,123.0000,123.0000,123.1016,0.01366101,0.01263363,0.01277182,0.01816004,0.01286926,0.01119012
124.4026,124.0000,124.0000,124.0000,124.1008,0.01355943,0.01255637,0.01268130,0.01800993,0.01277870,0.01107764
125.3994,125.0000,125.0000,125.0000,125.1000,0.01345941,0.01248020,0.01259214,0.01786178,0.01268937,0.01096697
126.3962,126.0000,126.0000,126.0000,126.0992,0.01336092,0.01240509,0.01250431,0.01771554,0.01260124,0.01085807
127.3931,127.0000,127.0000,127.0000,127.0984,0.01326391,0.01233101,0.01241777,0.01757117,0.01251428,0.01075089
128.3900,128.0000,128.0000,128.0000,128.0976,0.01316836,0.01225796,0.01233250,0.01742865,0.01242846,0.01064540
129.3870,129.0000,129.0000,129.0000,129.0969,0.01307423,0.01218590,0.01224846,0.01728792,0.01234376,0.01054156
130.3840,130.0000,130.0000,130.0000,130.0961,0.01298148,0.01211482,0.01216564,0.01714896,0.01226014,0.01043933
131.3811,131.0000,131.0000,131.0000,131.0954,0.01289010,0.01204468,0.01208400,0.01701174,0.01217759,0.01033867
132.3782,132.0000,132.0000,132.0000,132.0947,0.01280005,0.01197549,0.01200351,0.01687621,0.01209608,0.01023955
133.3754,133.0000,133.0000,133.0000,133.0940,0.01271129,0.01190720,0.01192416,0.01674235,0.01201558,0.01014194
134.3726,134.0000,134.0000,134.0000,134.0933,0.01262381,0.01183982,0.01184593,0.01661013,0.01193608,0.01004580
135.3699,135.0000,135.0000,135.0000,135.0926,0.01253757,0.01177330,0.01176877,0.01647952,0.01185754,0.00995110
136.3672,136.0000,136.0000,136.0000,136.0919,0.01245255,0.01170765,0.01169268,0.01635048,0.01177996,0.00985781
137.3645,137.0000,137.0000,137.0000,137.0912,0.01236872,0.01164284,0.01161763,0.01622299,0.01170330,0.00976590
