Magnitude - Distance (km) Spectra Total Standard Deviations Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,5.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.56041105,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.57070349,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.57681169,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.57857959,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.58019783,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.58169007,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.58307474,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.58436648,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.58537094,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.58631244,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.58719843,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.58803512,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.58882772,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.59075625,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.59249785,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.59388995,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.59497743,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.59597883,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.59741721,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.59875595,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.60000775,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.60118304,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.60229054,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.60407947,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.60577902,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.60739761,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.60894255,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.61042019,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.61474255,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.61867288,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.62227666,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.62560428,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.62869533,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.63264619,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.63636941,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.63989029,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.64323010,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.64640693,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.64996781,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.65326552,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.65633862,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.65921769,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.66192742,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.66584089,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.66954497,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.67306149,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.67641068,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.67961166,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.70296718,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.72826611,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.74779277,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.76525493,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.78030565,-999.000
====================================================
Magnitude,8.0,rhypo,22.360679775,rx,20.0,rjb,20.0,repi,20.0,rrup,20.6155281281
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.56082382,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.57148469,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.57780251,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.57956954,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.58118625,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.58267651,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.58405889,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.58534813,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.58631435,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.58722107,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.58807525,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.58888270,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.58964831,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.59150590,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.59318650,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.59452272,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.59555853,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.59651421,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.59791352,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.59921690,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.60043654,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.60158248,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.60266305,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.60442978,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.60610859,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.60770778,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.60923452,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.61069506,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.61498010,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.61887829,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.62245416,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.62575738,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.62882697,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.63276531,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.63647696,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.63998712,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.64331699,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.64648458,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.65004416,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.65333948,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.65640922,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.65928406,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.66198880,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.66591677,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.66963627,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.67316852,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.67653296,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.67974785,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.70308782,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.72828052,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.74779277,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.76525493,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.78030565,-999.000
====================================================
Magnitude,8.0,rhypo,50.9901951359,rx,50.0,rjb,50.0,repi,50.0,rrup,50.2493781056
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.56147748,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.57273916,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.57937642,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.58113065,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.58273508,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.58421358,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.58558472,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.58686320,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.58776480,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.58861295,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.58941376,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.59017234,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.59089300,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.59263720,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.59422124,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.59546922,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.59642382,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.59730846,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.59864583,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.59989396,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.60106402,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.60216521,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.60320522,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.60493755,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.60658468,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.60815459,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.60965418,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.61108950,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.61531846,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.61916947,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.62270517,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.62597386,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.62901348,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.63293373,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.63662891,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.64012402,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.64344008,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.64659494,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.65015224,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.65344413,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.65650939,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.65937880,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.66207723,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.66602573,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.66976720,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.67332211,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.67670896,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.67994481,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.70326449,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.72830211,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.74779277,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.76525493,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.78030565,-999.000
====================================================
Magnitude,8.0,rhypo,100.498756211,rx,100.0,rjb,100.0,repi,100.0,rrup,100.124921973
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.56213051,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.57400163,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.58093052,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.58265698,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.58423624,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.58569174,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.58704170,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.58830059,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.58913198,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.58991673,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.59065996,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.59136597,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.59203844,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.59366664,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.59515308,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.59631252,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.59718644,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.59800155,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.59927767,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.60047215,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.60159488,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.60265404,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.60365650,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.60535653,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.60697442,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.60851774,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.60999307,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.61140615,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.61558600,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.61939693,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.62289945,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.62614026,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.62915620,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.63306175,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.63674383,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.64022718,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.64353263,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.64667786,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.65023265,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.65352151,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.65658327,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.65944875,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.66214282,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.66610603,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.66986326,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.67343456,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.67683781,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.68008933,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.70339383,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.72831822,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.74779277,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.76525493,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.78030565,-999.000
====================================================
