Magnitude - Distance (km) Spectra Total Standard Deviations Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,5.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.71118583,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.70935940,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.70763210,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.70599386,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.70443608,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.70330848,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.70223015,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.70119705,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.70020560,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.69925264,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.69780092,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.69647432,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.69525422,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.69412578,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.69307695,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.69373256,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.69436198,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.69496761,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.69555146,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.69611531,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.69614692,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.69621003,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.69629688,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.69640185,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.69652070,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.69877616,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.70093009,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.70299175,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.70496920,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.70686952,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.72667455,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.74937897,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.76783694,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.78447039,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.79897145,-999.000
====================================================
Magnitude,5.0,rhypo,50.9901951359,rx,50.0,rjb,50.0,repi,50.0,rrup,50.2493781056
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.71555368,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.72483799,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.72744569,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.72735873,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.72729071,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.72723778,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.72719707,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.72716636,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.72629556,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.72548516,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.72472786,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.72401759,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.72334924,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.72167397,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.72015203,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.71823516,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.71596282,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.71385357,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.71184223,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.70995226,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.70816993,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.70648372,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.70488386,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.70371763,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.70260516,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.70154177,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.70052333,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.69954623,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.69803919,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.69667014,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.69541690,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.69426217,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.69319222,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.69383316,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.69445028,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.69504547,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.69562042,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.69617662,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.69620362,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.69626277,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.69634625,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.69644834,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.69656479,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.69882798,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.70099018,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.70306059,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.70504718,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.70695693,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.72674192,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.74938689,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.76783694,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.78447039,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.79897145,-999.000
====================================================
Magnitude,5.0,rhypo,100.498756211,rx,100.0,rjb,100.0,repi,100.0,rrup,100.124921973
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.71579239,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.72526194,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.72793130,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.72783146,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.72775207,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.72768897,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.72763906,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.72759995,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.72670840,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.72587908,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.72510445,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.72437822,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.72369512,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.72198425,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.72043229,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.71848739,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.71618902,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.71405753,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.71202514,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.71011710,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.70831914,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.70661932,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.70500755,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.70383029,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.70270812,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.70163615,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.70061009,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.69962621,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.69810361,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.69672275,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.69546037,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.69429846,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.69322277,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.69385970,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.69447348,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.69506586,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.69563843,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.69619259,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.69621828,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.69627633,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.69635889,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.69646022,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.69657603,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.69884113,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.70100537,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.70307793,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.70506678,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.70697887,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.72675851,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.74938882,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.76783694,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.78447039,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.79897145,-999.000
====================================================
Magnitude,6.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.63671427,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.64543842,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.64934059,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.65023047,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.65104917,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.65180770,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.65251464,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.65317684,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.65335660,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.65352403,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.65368083,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.65382836,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.65396777,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.65428784,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.65456015,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.65444876,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.65399693,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.65356403,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.65339067,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.65321375,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.65303523,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.65285654,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.65267870,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.65305327,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.65340372,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.65373275,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.65404266,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.65433541,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.65584292,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.65720374,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.65844442,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.65958495,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.66064075,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.66296584,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.66516146,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.66724185,0.73994121
0.95,0.75256146,0.90834895,0.78349786,0.64664340,0.66921899,0.73935965
1.0,0.74897094,0.91161875,0.78492431,0.64700000,0.67110306,0.73884572
1.1,0.74338720,0.91425076,0.78905881,0.65452204,0.67290072,0.73516935
1.2,0.74090322,0.91672729,0.79790619,0.66138913,0.67458283,0.73193496
1.3,0.73781560,0.91906710,0.79812968,0.66770624,0.67616458,0.73059235
1.4,0.74225390,0.92128566,0.80732049,0.67355496,0.67765831,0.73085724
1.5,0.73592525,0.92339591,0.81089640,0.67900000,0.67907415,0.73111695
1.6,0.73578980,0.91962210,0.81474347,0.68371113,0.68213059,0.72999431
1.7,0.74355921,0.91608030,0.81291606,0.68813657,0.68502975,0.72897301
1.8,0.74733981,0.91274382,0.81361036,0.69230897,0.68778732,0.72803975
1.9,0.74901635,0.90959032,0.81743367,0.69625573,0.69041769,0.72718353
2.0,0.75610647,0.90660093,0.81508653,0.70000000,0.69293428,0.72639521
3.0,0.77940383,-999.000,0.80825816,0.69500000,0.71454652,0.72261539
4.0,0.77940383,-999.000,0.71489001,0.69800000,0.73873999,0.70223785
5.0,-999.000,-999.000,-999.000,0.74400000,0.75776097,0.69933826
7.5,-999.000,-999.000,-999.000,0.78700000,0.77480921,-999.000
10.0,-999.000,-999.000,-999.000,0.80100000,0.78958498,-999.000
====================================================
Magnitude,6.0,rhypo,22.360679775,rx,20.0,rjb,20.0,repi,20.0,rrup,20.6155281281
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.68448171,0.83272616,0.75140192,0.58900000,0.63784195,0.71824508
0.075,0.68373630,0.85656020,0.76180022,0.60600000,0.64754300,0.75066393
0.1,0.68320742,0.87101736,0.78121309,0.60800000,0.65194067,0.77369245
0.11,0.68672542,0.87453582,0.78438782,0.60470911,0.65281133,0.77424269
0.12,0.68993710,0.87778877,0.78728844,0.60170476,0.65361168,0.77475621
0.13,0.69289156,0.88081523,0.78883972,0.59894102,0.65435271,0.77523801
0.14,0.69562697,0.88364608,0.78805272,0.59638220,0.65504297,0.77569210
0.15,0.69817357,0.88630618,0.78320537,0.59400000,0.65568929,0.77612177
0.16,0.69760005,0.88739557,0.78200913,0.59444868,0.65576932,0.77228021
0.17,0.69706131,0.88842037,0.78025848,0.59487015,0.65584612,0.76868163
0.18,0.69655337,0.88938787,0.77776112,0.59526752,0.65592012,0.76529780
0.19,0.69607291,0.89030421,0.77229031,0.59564340,0.65599164,0.76210512
0.2,0.69561709,0.89117458,0.76757403,0.59600000,0.65606096,0.75908366
0.22,0.69717789,0.89502668,0.76595541,0.59429150,0.65620036,0.75274114
0.24,0.69860279,0.89854658,0.76560476,0.59273176,0.65631839,0.74696698
0.26,0.70050127,0.89645912,0.76364269,0.59544189,0.65606443,0.74207157
0.28,0.70282533,0.88954770,0.75857201,0.60194539,0.65548014,0.73793765
0.3,0.70498899,0.88329921,0.76229034,0.60800000,0.65493126,0.73409809
0.32,0.71482250,0.88475518,0.76955618,0.60687830,0.65465410,0.73613694
0.34,0.72405966,0.88612857,0.77005170,0.60582463,0.65438474,0.73818595
0.36,0.72993581,0.88742847,0.77317540,0.60483120,0.65412341,0.74023554
0.38,0.73273680,0.88866256,0.77734310,0.60389149,0.65387012,0.74227858
0.4,0.73539410,0.88983734,0.77812115,0.60300000,0.65362474,0.74430975
0.42,0.73961011,0.88474449,0.77439341,0.60562379,0.65394018,0.74233568
0.44,0.74362996,0.87989413,0.77162116,0.60812550,0.65423637,0.74045457
0.46,0.74808932,0.87526452,0.77008250,0.61051598,0.65451545,0.73865812
0.48,0.75296409,0.87083675,0.76777656,0.61280471,0.65477924,0.73693908
0.5,0.75763983,0.86659419,0.76534035,0.61500000,0.65502929,0.73529110
0.55,0.76534465,0.87281337,0.77216675,0.62205191,0.65643856,0.73795210
0.6,0.76669338,0.87853446,0.77743488,0.62848981,0.65771752,0.74041205
0.65,0.77792393,0.88383323,0.78266519,0.63441210,0.65888911,0.74044452
0.7,0.78126410,0.88876924,0.78698565,0.63989528,0.65997068,0.74047620
0.75,0.77761721,0.89339013,0.78630392,0.64500000,0.66097566,0.73943434
0.8,0.76632803,0.89745590,0.78036743,0.64544868,0.66326911,0.73847478
0.85,0.75984394,0.90128770,0.77995647,0.64587015,0.66543620,0.73921304
0.9,0.75708024,0.90491145,0.78287189,0.64626752,0.66749072,0.73994121
