Magnitude - Distance Spectra (km) IMT Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,5.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.8,0.03628272,0.02645417,0.03552324,0.04057622,0.03240110,0.03331162
0.85,0.03325934,0.02582423,0.03444804,0.03875794,0.03068685,0.03211228
0.9,0.03117529,0.02523937,0.03319417,0.03711161,0.02913916,0.03102325
0.95,0.02910489,0.02469823,0.03214702,0.03561874,0.02773325,0.02964171
1.0,0.02730990,0.02419550,0.03106091,0.03425801,0.02644914,0.02838744
1.1,0.02472372,0.02300073,0.02914744,0.03147619,0.02387804,0.02555948
1.2,0.02236866,0.02196151,0.02723191,0.02913430,0.02172890,0.02321688
1.3,0.02042020,0.02104698,0.02587834,0.02713416,0.01990529,0.02146040
1.4,0.01912754,0.02023420,0.02435458,0.02540495,0.01833822,0.02014491
1.5,0.01792819,0.01950572,0.02247574,0.02389430,0.01697697,0.01899248
1.6,0.01650193,0.01743841,0.02139579,0.02219739,0.01552514,0.01763740
1.7,0.01580244,0.01569648,0.02002358,0.02071331,0.01426924,0.01645437
1.8,0.01510207,0.01421381,0.01929392,0.01940509,0.01317370,0.01541300
1.9,0.01400413,0.01294043,0.01829761,0.01824374,0.01221091,0.01448961
2.0,0.01307008,0.01183800,0.01705827,0.01720629,0.01135914,0.01366551
3.0,0.01041827,-999.000,0.00992608,0.01025978,0.00616530,0.00815265
4.0,0.00332847,-999.000,0.00774820,0.00735846,0.00387828,0.00575433
5.0,-999.000,-999.000,-999.000,0.00577420,0.00268512,0.00451909
7.5,-999.000,-999.000,-999.000,0.00353877,0.00131212,-999.000
10.0,-999.000,-999.000,-999.000,0.00219370,0.00072385,-999.000
====================================================
Magnitude,8.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.45682748,0.33696307,0.59400117,0.47984078,0.71864582,0.66394018
0.075,0.48388634,0.42831466,0.73639792,0.61421776,0.91805815,0.83282313
0.1,0.50411012,0.50062920,0.86426788,0.69879325,1.08024635,0.98060956
0.11,0.53431073,0.52781616,0.89694981,0.73190533,1.11754238,1.00443620
0.12,0.56344277,0.55366005,0.92834680,0.76346392,1.15269600,1.02711160
0.13,0.59162807,0.57823877,0.95506938,0.79354780,1.18599513,1.04875651
0.14,0.61896636,0.60176566,0.97267881,0.82242638,1.21767013,1.06947384
0.15,0.64554059,0.62434973,0.98728793,0.85022796,1.24790853,1.08935175
0.16,0.66915203,0.63512794,0.98007482,0.84456168,1.24942362,1.08010423
0.17,0.69213547,0.64539010,0.97132834,0.83922154,1.25080785,1.07296215
0.18,0.71454371,0.65510587,0.95824766,0.83406580,1.25207872,1.06745129
0.19,0.73642247,0.66440503,0.94073061,0.82917648,1.25325061,1.06322236
0.2,0.75781161,0.67332574,0.91602968,0.82452702,1.25433539,1.06001296
0.22,0.77101482,0.67867036,0.87447137,0.82013175,1.23255412,1.06364133
0.24,0.78330927,0.68098047,0.83685059,0.81607973,1.21284482,1.06923100
0.26,0.77555098,0.66969180,0.82186806,0.79781462,1.18672651,1.06595866
0.28,0.75073445,0.64833273,0.78043869,0.76736969,1.15528353,1.05364508
0.3,0.72861518,0.62909152,0.75423706,0.74005051,1.12665128,1.04202012
0.32,0.70734845,0.60526285,0.71072818,0.71511511,1.08550952,1.01913576
0.34,0.68790678,0.58295715,0.68207177,0.69245479,1.04814297,1.00255546
0.36,0.66783422,0.56199606,0.66792842,0.67174563,1.01401662,0.99166825
0.38,0.64719517,0.54227444,0.64586548,0.65277817,0.98269465,0.98607619
0.4,0.62808278,0.52361604,0.62655230,0.63527733,0.95381808,0.98556013
0.42,0.60501759,0.49972124,0.60529473,0.60562476,0.91813300,0.94692637
0.44,0.58384982,0.47768031,0.58233097,0.57864503,0.88530389,0.91736617
0.46,0.56263610,0.45728608,0.56607090,0.55399137,0.85498827,0.89625211
0.48,0.54133045,0.43813017,0.55854753,0.53109401,0.82689691,0.88331360
0.5,0.52152047,0.42031959,0.55091618,0.51002352,0.80078379,0.87864809
0.55,0.48270921,0.37695287,0.50862759,0.47868766,0.73469154,0.77246398
0.6,0.47169494,0.34089013,0.45953045,0.45176368,0.67895037,0.74603028
0.65,0.41922203,0.31071443,0.41671279,0.42867728,0.63126482,0.75078690
0.7,0.40978070,0.28492180,0.38745231,0.40835545,0.58997266,0.75766503
0.75,0.38698100,0.26264379,0.35726650,0.39030296,0.55384026,0.74473281
0.8,0.36393962,0.24880007,0.33398966,0.36751012,0.51966596,0.73439335
0.85,0.32539525,0.23628048,0.31568170,0.34731708,0.48940649,0.69331696
0.9,0.30926400,0.22485815,0.29576494,0.32923955,0.46241603,0.65746423
0.95,0.29165791,0.21442753,0.28012905,0.31300914,0.43818344,0.62056016
1.0,0.27033244,0.20486234,0.26737290,0.29835396,0.41629883,0.58739370
1.1,0.23759972,0.19382907,0.24164158,0.28185908,0.37325246,0.56649990
1.2,0.25167555,0.18417075,0.21783830,0.26759023,0.33775501,0.54678478
1.3,0.30459901,0.17562592,0.19993110,0.25509665,0.30800225,0.51958911
1.4,0.29462905,0.16799795,0.18562797,0.24404490,0.28271916,0.48756443
1.5,0.30684116,0.16113572,0.17685358,0.23418251,0.26097981,0.45946175
1.6,0.29290725,0.14385229,0.16642464,0.22167858,0.23807251,0.42693061
1.7,0.26461674,0.12930734,0.15238243,0.21054036,0.21834482,0.39911358
1.8,0.24331324,0.11694230,0.14566686,0.20055083,0.20120654,0.37502548
1.9,0.24004434,0.10633533,0.13660431,0.19153715,0.18620292,0.35394061
2.0,0.22693612,0.09716280,0.12733052,0.18335981,0.17297856,0.33531219
3.0,0.14441143,-999.000,0.07235274,0.15313738,0.09463982,0.18163311
4.0,0.08902295,-999.000,0.05571540,0.11258521,0.06081430,0.10519419
5.0,-999.000,-999.000,-999.000,0.08444766,0.04301895,0.06195182
7.5,-999.000,-999.000,-999.000,0.06210366,0.02233462,-999.000
10.0,-999.000,-999.000,-999.000,0.02860908,0.01320990,-999.000
====================================================
Magnitude,8.0,rhypo,22.360679775,rx,20.0,rjb,20.0,repi,20.0,rrup,20.6155281281
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.25668162,0.14085682,0.24847207,0.28594719,0.39718596,0.46155532
0.075,0.27533001,0.17544982,0.29993347,0.35192348,0.50283405,0.59783976
0.1,0.28936206,0.21358440,0.34462230,0.38576940,0.58887231,0.71730930
0.11,0.30507675,0.22243402,0.35715144,0.40076832,0.60862498,0.73253778
0.12,0.32016508,0.23079921,0.37076474,0.41496825,0.62721455,0.74689470
0.13,0.33470126,0.23870826,0.38265681,0.42841215,0.64479843,0.76047870
0.14,0.34874574,0.24624604,0.39130241,0.44124595,0.66150244,0.77337270
0.15,0.36234855,0.25345379,0.39956827,0.45353808,0.67742895,0.78564689
0.16,0.37314290,0.25718447,0.40142054,0.44214165,0.67724046,0.77684249
0.17,0.38357702,0.26073425,0.40343762,0.43169579,0.67703011,0.76943570
0.18,0.39368317,0.26408831,0.40317140,0.42201854,0.67680238,0.76311906
0.19,0.40348908,0.26729688,0.40098792,0.41306318,0.67656081,0.75766545
0.2,0.41301885,0.27037339,0.39579420,0.40474193,0.67630819,0.75290382
0.22,0.41315205,0.26530611,0.38691623,0.39807751,0.66220535,0.74458487
0.24,0.41315248,0.26001746,0.37842532,0.39208780,0.64947230,0.73748958
0.26,0.40199600,0.25477459,0.37719987,0.38084920,0.63344457,0.72507866
0.28,0.38178330,0.24985168,0.36548724,0.36516288,0.61471852,0.70765639
0.3,0.36385896,0.24533160,0.36082771,0.35114017,0.59770415,0.69121150
0.32,0.35184687,0.23423546,0.34960633,0.34049990,0.57441850,0.67297383
0.34,0.34091405,0.22412605,0.34346493,0.33079886,0.55331366,0.65825111
0.36,0.33008448,0.21487426,0.34115630,0.32190584,0.53407650,0.64660069
0.38,0.31936427,0.20639003,0.33468046,0.31373971,0.51645258,0.63768963
0.4,0.30949816,0.19856480,0.32828356,0.30618419,0.50023282,0.63127056
0.42,0.30042038,0.19265913,0.32011174,0.29387391,0.48081244,0.60717993
0.44,0.29201204,0.18717053,0.31095488,0.28259785,0.46297029,0.58760533
0.46,0.28219522,0.18205344,0.30426077,0.27222778,0.44651518,0.57217022
0.48,0.27120364,0.17717536,0.30242148,0.26251740,0.43128593,0.56062834
0.5,0.26104060,0.17260488,0.30039434,0.25352922,0.41714561,0.55285581
0.55,0.23268967,0.15902005,0.28352457,0.23937343,0.38223886,0.49181522
0.6,0.21799573,0.14752477,0.26269603,0.22714168,0.35284126,0.46673417
0.65,0.18887833,0.13777320,0.24463804,0.21661546,0.32772381,0.45787676
0.7,0.18359791,0.12930286,0.23178876,0.20730524,0.30599840,0.45018638
0.75,0.17505511,0.12187208,0.21889789,0.19899779,0.28700700,0.43757151
0.8,0.16347088,0.11695248,0.20731770,0.18898107,0.26935558,0.42654226
0.85,0.14652656,0.11249786,0.19840645,0.18003175,0.25372388,0.40703295
0.9,0.14028340,0.10842190,0.18833114,0.17195176,0.23977880,0.38968127
0.95,0.13428126,0.10469233,0.18032603,0.16464292,0.22725668,0.37047432
1.0,0.12502392,0.10126428,0.17335149,0.15799657,0.21594610,0.35308054
1.1,0.10852261,0.09713310,0.15959764,0.14852936,0.19380648,0.33123674
1.2,0.11065739,0.09350174,0.14622637,0.14038244,0.17553069,0.31169884
1.3,0.12733687,0.09027552,0.13645347,0.13328299,0.16019811,0.29359688
1.4,0.12479247,0.08738325,0.12780806,0.12703026,0.14715753,0.27712066
1.5,0.12600369,0.08477022,0.12084576,0.12147292,0.13593562,0.26257667
1.6,0.12121895,0.07612118,0.11463370,0.11484346,0.12410757,0.24351636
1.7,0.11628553,0.06880163,0.10592294,0.10894592,0.11391534,0.22708557
1.8,0.11127411,0.06254598,0.10192977,0.10366319,0.10505577,0.21276602
1.9,0.10816518,0.05715265,0.09618142,0.09890208,0.09729506,0.20016848
2.0,0.10126745,0.05246629,0.08984234,0.09458751,0.09045028,0.18899473
3.0,0.07756455,-999.000,0.05236600,0.07655227,0.04962561,0.10331183
4.0,0.04093352,-999.000,0.04124040,0.05473040,0.03188824,0.06551701
5.0,-999.000,-999.000,-999.000,0.03914980,0.02256150,0.04220810
7.5,-999.000,-999.000,-999.000,0.02856759,0.01172222,-999.000
10.0,-999.000,-999.000,-999.000,0.01353492,0.00693513,-999.000
====================================================
Magnitude,8.0,rhypo,50.9901951359,rx,50.0,rjb,50.0,repi,50.0,rrup,50.2493781056
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.14279748,0.05981888,0.10405486,0.16024337,0.19101863,0.24853706
0.075,0.15342804,0.06947632,0.12230577,0.19166921,0.23715560,0.33076901
0.1,0.16144516,0.08377442,0.13758151,0.20453931,0.27617289,0.40363645
0.11,0.16909468,0.08533601,0.14238333,0.21157215,0.28609732,0.41144459
0.12,0.17639398,0.08678453,0.14825433,0.21820341,0.29545783,0.41873624
0.13,0.18338643,0.08812398,0.15349808,0.22445478,0.30432962,0.42557616
0.14,0.19010714,0.08938063,0.15760582,0.23040208,0.31277297,0.43201762
0.15,0.19658501,0.09056494,0.16190170,0.23608033,0.32083699,0.43810497
0.16,0.20123325,0.09132580,0.16460629,0.22873004,0.32143937,0.43259701
0.17,0.20569982,0.09204600,0.16775879,0.22203403,0.32199128,0.42775323
0.18,0.21000192,0.09271819,0.16982158,0.21587312,0.32249920,0.42343636
0.19,0.21415426,0.09335826,0.17111227,0.21020277,0.32296851,0.41954422
0.2,0.21816955,0.09396934,0.17120067,0.20496103,0.32340367,0.41599936
0.22,0.21870637,0.09531870,0.17137638,0.20182379,0.31746720,0.40649915
0.24,0.21918378,0.09650824,0.17130213,0.19900167,0.31209224,0.39786280
0.26,0.21285213,0.09604398,0.17329374,0.19382441,0.30503168,0.38723235
0.28,0.20100004,0.09411299,0.17133106,0.18662055,0.29657858,0.37485727
0.3,0.19055741,0.09234835,0.17278667,0.18015483,0.28888487,0.36334551
0.32,0.18466909,0.08995581,0.17213041,0.17599993,0.27811156,0.35354458
0.34,0.17930262,0.08775360,0.17311073,0.17218439,0.26833273,0.34517881
0.36,0.17307843,0.08571727,0.17440465,0.16866283,0.25940645,0.33804921
0.38,0.16616734,0.08383351,0.17357679,0.16541164,0.25121736,0.33199854
0.4,0.15986438,0.08207790,0.17215026,0.16238524,0.24367055,0.32690158
0.42,0.15563941,0.08147376,0.16943291,0.15711561,0.23455581,0.31575542
0.44,0.15171492,0.08090021,0.16618080,0.15225054,0.22617088,0.30625591
0.46,0.14615029,0.08035447,0.16367161,0.14774263,0.21842800,0.29825628
0.48,0.13923373,0.07979195,0.16387520,0.14347596,0.21125313,0.29164433
0.5,0.13290511,0.07925492,0.16392383,0.13949935,0.20458330,0.28633826
0.55,0.11663291,0.07546993,0.15816598,0.13296762,0.18809252,0.25862255
0.6,0.10867555,0.07217006,0.15028306,0.12727211,0.17416404,0.24312772
0.65,0.09635748,0.06931546,0.14371872,0.12234623,0.16223069,0.23433163
0.7,0.09645643,0.06677172,0.13875799,0.11795576,0.15188185,0.22645224
0.75,0.09342521,0.06448627,0.13420504,0.11401010,0.14281276,0.21868840
0.8,0.08641195,0.06305620,0.12876870,0.10924173,0.13438339,0.21176850
0.85,0.07674290,0.06174039,0.12477445,0.10494439,0.12689937,0.20383203
0.9,0.07380278,0.06051290,0.11999238,0.10102949,0.12020655,0.19667270
0.95,0.07089339,0.05937328,0.11614717,0.09746084,0.11418263,0.18819302
1.0,0.06585912,0.05831114,0.11245627,0.09419189,0.10872936,0.18046894
1.1,0.05648764,0.05685512,0.10546700,0.08850307,0.09793776,0.16614442
1.2,0.05573743,0.05555692,0.09820720,0.08361012,0.08899718,0.15379459
1.3,0.06113556,0.05438830,0.09317632,0.07934828,0.08147139,0.14397376
1.4,0.05997487,0.05332778,0.08804097,0.07559635,0.07505077,0.13623312
1.5,0.05955080,0.05235867,0.08261617,0.07226303,0.06950965,0.12938902
1.6,0.05645952,0.04708927,0.07899844,0.06834549,0.06359316,0.11996702
1.7,0.05459775,0.04262343,0.07366336,0.06485920,0.05848555,0.11179657
1.8,0.05204556,0.03880149,0.07135820,0.06173528,0.05403800,0.10464305
1.9,0.04946484,0.03550214,0.06775121,0.05891889,0.05013549,0.09832726
2.0,0.04586801,0.03263175,0.06342018,0.05636587,0.04668783,0.09270995
3.0,0.04221832,-999.000,0.03791641,0.04470566,0.02581839,0.05155735
4.0,0.01913710,-999.000,0.03053803,0.03126972,0.01662048,0.03457050
5.0,-999.000,-999.000,-999.000,0.02158503,0.01177185,0.02386532
7.5,-999.000,-999.000,-999.000,0.01562673,0.00612696,-999.000
10.0,-999.000,-999.000,-999.000,0.00754750,0.00362711,-999.000
====================================================
Magnitude,8.0,rhypo,100.498756211,rx,100.0,rjb,100.0,repi,100.0,rrup,100.124921973
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.08946425,0.03034391,0.05209714,0.07548154,0.09489979,0.11274765
0.075,0.09609607,0.03310291,0.05995263,0.08834047,0.11409800,0.15014688
0.1,0.10109715,0.03928508,0.06631396,0.09236287,0.13225685,0.18329152
0.11,0.10531258,0.03925089,0.06855186,0.09545319,0.13813079,0.18730925
0.12,0.10931423,0.03921942,0.07154882,0.09836461,0.14371666,0.19105473
0.13,0.11312950,0.03918464,0.07426744,0.10110675,0.14905088,0.19456415
0.14,0.11678048,0.03915225,0.07650179,0.10371367,0.15416287,0.19786679
0.15,0.12028526,0.03912193,0.07896193,0.10620102,0.15907675,0.20098672
0.16,0.12255700,0.03922666,0.08104664,0.10342295,0.16076788,0.19901865
0.17,0.12473006,0.03932527,0.08352029,0.10087960,0.16236754,0.19726166
0.18,0.12681417,0.03941344,0.08541733,0.09852650,0.16388558,0.19567338
0.19,0.12881764,0.03949700,0.08696054,0.09635121,0.16533030,0.19422219
0.2,0.13074758,0.03957640,0.08794779,0.09433194,0.16670878,0.19288404
0.22,0.13167360,0.04169083,0.08971299,0.09421890,0.16589924,0.18845546
0.24,0.13252254,0.04371262,0.09123824,0.09411584,0.16514496,0.18439388
0.26,0.12875391,0.04416649,0.09339134,0.09285295,0.16330517,0.17974566
0.28,0.12123139,0.04316562,0.09382453,0.09055083,0.16053148,0.17459513
0.3,0.11462326,0.04225401,0.09623647,0.08845896,0.15797806,0.16980631
0.32,0.11134923,0.04199050,0.09801189,0.08756653,0.15349769,0.16630997
0.34,0.10835881,0.04174307,0.10042063,0.08673645,0.14939476,0.16325718
0.36,0.10434035,0.04150996,0.10231881,0.08596104,0.14561797,0.16058856
0.38,0.09949537,0.04129302,0.10300584,0.08524095,0.14212531,0.15825619
0.4,0.09510682,0.04108740,0.10306015,0.08456340,0.13888193,0.15622096
0.42,0.09276402,0.04155655,0.10218567,0.08274142,0.13454732,0.15217450
0.44,0.09058398,0.04200864,0.10099530,0.08104079,0.13053506,0.14863510
0.46,0.08698034,0.04244503,0.09998941,0.07944845,0.12680798,0.14556176
0.48,0.08221327,0.04284428,0.10069688,0.07791207,0.12333454,0.14292148
0.5,0.07788616,0.04323060,0.10129052,0.07646635,0.12008778,0.14068818
0.55,0.06768837,0.04228058,0.09945982,0.07402858,0.11158854,0.12941338
0.6,0.06305079,0.04143117,0.09641290,0.07187101,0.10433682,0.12210283
0.65,0.05718958,0.04069708,0.09416832,0.06999775,0.09806516,0.11705462
0.7,0.05874878,0.04002879,0.09228860,0.06830696,0.09257825,0.11254325
0.75,0.05763567,0.03941629,0.09096919,0.06676961,0.08772993,0.10863577
0.8,0.05289989,0.03913525,0.08819091,0.06470655,0.08306336,0.10512914
0.85,0.04660090,0.03887286,0.08630341,0.06282672,0.07889441,0.10181381
0.9,0.04496472,0.03861993,0.08386019,0.06109339,0.07514419,0.09879674
0.95,0.04327478,0.03838204,0.08187687,0.05949785,0.07174981,0.09505507
1.0,0.04011004,0.03815757,0.07972689,0.05802271,0.06866045,0.09163073
1.1,0.03408085,0.03769302,0.07587929,0.05477095,0.06230030,0.08370855
1.2,0.03278056,0.03727375,0.07157074,0.05196173,0.05699269,0.07699178
1.3,0.03462549,0.03689207,0.06880547,0.04950491,0.05249503,0.07182618
1.4,0.03396095,0.03654210,0.06546768,0.04733395,0.04863403,0.06788100
1.5,0.03331680,0.03621920,0.06106466,0.04539849,0.04528258,0.06439940
1.6,0.03116477,0.03260547,0.05876293,0.04304845,0.04158139,0.05981137
1.7,0.03017459,0.02953999,0.05519251,0.04095185,0.03837487,0.05581476
1.8,0.02853105,0.02691421,0.05374803,0.03906874,0.03557337,0.05230245
1.9,0.02660888,0.02464560,0.05128239,0.03736722,0.03310735,0.04919173
2.0,0.02448690,0.02267039,0.04808507,0.03582156,0.03092212,0.04641774
3.0,0.02607749,-999.000,0.02933444,0.02817032,0.01735291,0.02653350
4.0,0.01047930,-999.000,0.02405102,0.01937549,0.01122149,0.01800451
5.0,-999.000,-999.000,-999.000,0.01301510,0.00796630,0.01275710
7.5,-999.000,-999.000,-999.000,0.00936437,0.00415884,-999.000
10.0,-999.000,-999.000,-999.000,0.00458928,0.00246460,-999.000
====================================================
