Magnitude - Distance Spectra (km) IMT Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,5.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.46,0.10861825,0.06752589,0.07273430,0.10346149,0.11635140,0.08751848
0.48,0.10412017,0.06392742,0.07038144,0.09851305,0.11142016,0.08385235
0.5,0.09997385,0.06065277,0.06816996,0.09398913,0.10683961,0.08056738
0.55,0.09145616,0.05346824,0.06138139,0.08405284,0.09618452,0.07207735
0.6,0.08142877,0.04764479,0.05528411,0.07590172,0.08719968,0.06580464
0.65,0.07236401,0.04287619,0.04991730,0.06915845,0.07951436,0.06083387
0.7,0.06487410,0.03888203,0.04569708,0.06345038,0.07286184,0.05656053
0.75,0.05897415,0.03549431,0.04185006,0.05856053,0.06704510,0.05251766
0.8,0.05463620,0.03278720,0.03885669,0.05471048,0.06190658,0.04900317
0.85,0.05053723,0.03042888,0.03618504,0.05132471,0.05735990,0.04604733
0.9,0.04583873,0.02835283,0.03349679,0.04831587,0.05331001,0.04342996
0.95,0.04179592,0.02651709,0.03130114,0.04563221,0.04968141,0.04041450
1.0,0.03900065,0.02488349,0.02939808,0.04322411,0.04641333,0.03774672
1.1,0.03476441,0.02190832,0.02594305,0.03870471,0.04058825,0.03299945
1.2,0.03041458,0.01950262,0.02310026,0.03499267,0.03582949,0.02917809
1.3,0.02688142,0.01752259,0.02082037,0.03189309,0.03188189,0.02635130
1.4,0.02423983,0.01586832,0.01887046,0.02926862,0.02856455,0.02424660
1.5,0.02166777,0.01446835,0.01728092,0.02701977,0.02574580,0.02243811
1.6,0.01986284,0.01290512,0.01586904,0.02448427,0.02306320,0.02046415
1.7,0.01914169,0.01159069,0.01450567,0.02231967,0.02078032,0.01877142
1.8,0.01840530,0.01047411,0.01352192,0.02045440,0.01882045,0.01730621
1.9,0.01709992,0.00951695,0.01252948,0.01883368,0.01712471,0.01602738
2.0,0.01608615,0.00868978,0.01150319,0.01741499,0.01564719,0.01490296
3.0,0.00915804,-999.000,0.00581852,0.00917862,0.00745099,0.00810295
4.0,0.00283304,-999.000,0.00395447,0.00517394,0.00427585,0.00557345
5.0,-999.000,-999.000,-999.000,0.00327193,0.00273479,0.00451630
7.5,-999.000,-999.000,-999.000,0.00155961,0.00111373,-999.000
10.0,-999.000,-999.000,-999.000,0.00075426,0.00052265,-999.000
====================================================
Magnitude,6.0,rhypo,50.9901951359,rx,50.0,rjb,50.0,repi,50.0,rrup,50.2493781056
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.04000999,0.01822738,0.02504151,0.04988889,0.03817721,0.04572154
0.075,0.04938150,0.02265466,0.03072574,0.06557083,0.04701777,0.06279005
0.1,0.05733335,0.02761614,0.03375785,0.07532056,0.05438828,0.07854907
0.11,0.06067426,0.02886587,0.03465006,0.07807231,0.05618766,0.07838452
0.12,0.06389408,0.03005586,0.03558648,0.08067211,0.05787875,0.07823743
0.13,0.06700681,0.03118915,0.03618572,0.08312816,0.05947582,0.07810443
0.14,0.07002386,0.03227630,0.03654826,0.08546869,0.06099032,0.07798301
0.15,0.07295474,0.03332228,0.03681502,0.08770684,0.06243155,0.07787129
0.16,0.07330801,0.03456362,0.03690375,0.08859915,0.06233538,0.07557290
0.17,0.07364132,0.03577184,0.03697728,0.08944568,0.06223990,0.07348738
0.18,0.07395685,0.03694502,0.03678407,0.09023984,0.06214481,0.07158286
0.19,0.07425649,0.03809020,0.03640902,0.09099759,0.06204988,0.06983383
0.2,0.07454179,0.03920948,0.03607546,0.09172238,0.06195492,0.06821962
0.22,0.07282102,0.03810624,0.03541087,0.08762150,0.06038663,0.06418922
0.24,0.07127609,0.03709785,0.03458934,0.08403806,0.05896667,0.06072550
0.26,0.06927052,0.03621891,0.03376432,0.08110404,0.05724622,0.05708155
0.28,0.06689579,0.03544344,0.03257074,0.07865349,0.05528114,0.05333545
0.3,0.06475539,0.03473598,0.03188814,0.07643873,0.05348754,0.05006378
0.32,0.06136574,0.03361182,0.03111995,0.07222882,0.05116641,0.04753198
0.34,0.05834279,0.03258382,0.03038497,0.06848564,0.04905339,0.04528371
0.36,0.05517286,0.03163910,0.02976802,0.06513433,0.04711762,0.04327339
0.38,0.05191503,0.03076962,0.02897278,0.06212041,0.04533422,0.04146479
0.4,0.04900180,0.02996381,0.02815780,0.05939013,0.04368295,0.03982873
0.42,0.04616533,0.02847638,0.02717653,0.05625456,0.04179781,0.03792454
0.44,0.04361371,0.02712661,0.02620140,0.05341918,0.04005825,0.03620978
0.46,0.04146690,0.02589634,0.02530441,0.05084349,0.03844665,0.03465936
0.48,0.03965953,0.02475740,0.02466541,0.04846830,0.03694823,0.03325242
0.5,0.03799948,0.02371181,0.02405874,0.04629440,0.03555046,0.03197151
0.55,0.03492011,0.02163855,0.02214566,0.04153977,0.03222665,0.02876132
0.6,0.03194804,0.01990376,0.02045438,0.03762684,0.02940192,0.02623346
0.65,0.02934175,0.01844517,0.01896575,0.03438110,0.02696795,0.02421891
0.7,0.02676172,0.01718975,0.01769227,0.03162617,0.02484643,0.02249041
0.75,0.02451487,0.01609756,0.01659407,0.02926019,0.02297924,0.02088895
0.8,0.02276284,0.01508800,0.01560879,0.02727372,0.02130690,0.01949513
0.85,0.02094016,0.01419710,0.01471731,0.02553074,0.01981981,0.01835936
0.9,0.01909266,0.01340271,0.01380271,0.02398522,0.01848895,0.01735021
0.95,0.01733026,0.01269203,0.01303887,0.02260949,0.01729118,0.01618710
1.0,0.01612234,0.01205250,0.01233402,0.02137735,0.01620779,0.01515568
1.1,0.01455315,0.01071134,0.01108768,0.01917214,0.01424632,0.01322809
1.2,0.01275966,0.00961758,0.01003377,0.01735819,0.01263487,0.01168132
1.3,0.01119290,0.00871025,0.00919473,0.01584147,0.01129119,0.01053636
1.4,0.01006915,0.00794662,0.00840695,0.01455561,0.01015666,0.00968166
1.5,0.00914197,0.00729596,0.00764064,0.01345251,0.00918837,0.00894832
1.6,0.00833809,0.00649726,0.00707272,0.01221300,0.00825278,0.00817541
1.7,0.00785686,0.00582681,0.00652422,0.01115289,0.00745447,0.00751082
1.8,0.00745178,0.00525817,0.00612224,0.01023781,0.00676739,0.00693417
1.9,0.00692041,0.00477144,0.00570806,0.00944143,0.00617148,0.00642981
2.0,0.00649979,0.00435138,0.00525163,0.00874324,0.00565107,0.00598551
3.0,0.00395882,-999.000,0.00272471,0.00469625,0.00271888,0.00331524
4.0,0.00099302,-999.000,0.00189381,0.00276115,0.00156511,0.00228272
5.0,-999.000,-999.000,-999.000,0.00188396,0.00100266,0.00186617
7.5,-999.000,-999.000,-999.000,0.00096106,0.00040919,-999.000
10.0,-999.000,-999.000,-999.000,0.00054020,0.00019218,-999.000
====================================================
Magnitude,6.0,rhypo,100.498756211,rx,100.0,rjb,100.0,repi,100.0,rrup,100.124921973
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.01629182,0.00704459,0.00886704,0.01957963,0.01339265,0.01709635
0.075,0.02030884,0.00818409,0.01065198,0.02546138,0.01586744,0.02287737
0.1,0.02374627,0.00961641,0.01150765,0.02913568,0.01829954,0.02811115
0.11,0.02537977,0.01005972,0.01179861,0.03029988,0.01913726,0.02824369
0.12,0.02696897,0.01048223,0.01214638,0.03140327,0.01993437,0.02836575
0.13,0.02851863,0.01088499,0.01238225,0.03244911,0.02069580,0.02847889
0.14,0.03003269,0.01127164,0.01254680,0.03344842,0.02142555,0.02858432
0.15,0.03151441,0.01164393,0.01269867,0.03440640,0.02212692,0.02868303
0.16,0.03187836,0.01215703,0.01285067,0.03554956,0.02238743,0.02802209
0.17,0.03222405,0.01265960,0.01301993,0.03665798,0.02263316,0.02741739
0.18,0.03255340,0.01315079,0.01308518,0.03772989,0.02286554,0.02686101
0.19,0.03286803,0.01363294,0.01308630,0.03877267,0.02308576,0.02634651
0.2,0.03316932,0.01410669,0.01310685,0.03978859,0.02329487,0.02586862
0.22,0.03286386,0.01441063,0.01311015,0.03885105,0.02319498,0.02464204
0.24,0.03258642,0.01469089,0.01302936,0.03801446,0.02309574,0.02357450
0.26,0.03199423,0.01468553,0.01286911,0.03739777,0.02283334,0.02242102
0.28,0.03113793,0.01442067,0.01261464,0.03694587,0.02242909,0.02120854
0.3,0.03036101,0.01417833,0.01256104,0.03653009,0.02204932,0.02013754
0.32,0.02894737,0.01409231,0.01253218,0.03471258,0.02139528,0.01930000
0.34,0.02767940,0.01401140,0.01246593,0.03308774,0.02078848,0.01854778
0.36,0.02618199,0.01393506,0.01235134,0.03162553,0.02022225,0.01786795
0.38,0.02451863,0.01386395,0.01215982,0.03030439,0.01969118,0.01725011
0.4,0.02303833,0.01379646,0.01192198,0.02910210,0.01919083,0.01668582
0.42,0.02167650,0.01323864,0.01159186,0.02773441,0.01853988,0.01602198
0.44,0.02045305,0.01272775,0.01126190,0.02649027,0.01793186,0.01541715
0.46,0.01940238,0.01225796,0.01093311,0.02535362,0.01736190,0.01486400
0.48,0.01849723,0.01181815,0.01071909,0.02429825,0.01682587,0.01435637
0.5,0.01766868,0.01141110,0.01051396,0.02332727,0.01632027,0.01388906
0.55,0.01635553,0.01071041,0.00984895,0.02116038,0.01502037,0.01266321
0.6,0.01536918,0.01010826,0.00928065,0.01935841,0.01389498,0.01166630
0.65,0.01457491,0.00959187,0.00878877,0.01785085,0.01290831,0.01081721
0.7,0.01352952,0.00913726,0.00832224,0.01655994,0.01203422,0.01008589
0.75,0.01247903,0.00873336,0.00795509,0.01544219,0.01125306,0.00939896
0.8,0.01160179,0.00828616,0.00756048,0.01443408,0.01052058,0.00879898
0.85,0.01061336,0.00788692,0.00719942,0.01354714,0.00986251,0.00830968
0.9,0.00971425,0.00752674,0.00682234,0.01275858,0.00926781,0.00787354
0.95,0.00877722,0.00720117,0.00650069,0.01205495,0.00872760,0.00737033
1.0,0.00814005,0.00690530,0.00618433,0.01142333,0.00823467,0.00692267
1.1,0.00741818,0.00618507,0.00564175,0.01030845,0.00730675,0.00605170
1.2,0.00651394,0.00559333,0.00517158,0.00938592,0.00653634,0.00535216
1.3,0.00567707,0.00509910,0.00480201,0.00861037,0.00588771,0.00482293
1.4,0.00509165,0.00468053,0.00442127,0.00794957,0.00533513,0.00441757
1.5,0.00468414,0.00432178,0.00399413,0.00738004,0.00485960,0.00407085
1.6,0.00424508,0.00384276,0.00372081,0.00672494,0.00438490,0.00372912
1.7,0.00390775,0.00344126,0.00345720,0.00616263,0.00397790,0.00343441
1.8,0.00364431,0.00310122,0.00326134,0.00567560,0.00362601,0.00317800
1.9,0.00337913,0.00281055,0.00305567,0.00525039,0.00331952,0.00295317
2.0,0.00316974,0.00256001,0.00281607,0.00487647,0.00305076,0.00275466
3.0,0.00203735,-999.000,0.00149086,0.00267556,0.00149494,0.00156884
4.0,0.00043284,-999.000,0.00105486,0.00162418,0.00086591,0.00106066
5.0,-999.000,-999.000,-999.000,0.00117418,0.00055643,0.00085602
7.5,-999.000,-999.000,-999.000,0.00063071,0.00022790,-999.000
10.0,-999.000,-999.000,-999.000,0.00039757,0.00010719,-999.000
====================================================
Magnitude,7.0,rhypo,11.1803398875,rx,5.0,rjb,5.0,repi,5.0,rrup,7.07106781187
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.47489426,0.32141660,0.55305282,0.38639409,0.55163789,0.49925578
0.075,0.53883366,0.41281956,0.69552215,0.50048959,0.70313807,0.64239634
0.1,0.58958695,0.47984518,0.80990341,0.58033567,0.82354601,0.76770803
0.11,0.61651428,0.50691265,0.83822968,0.61072659,0.84922063,0.77550169
0.12,0.64217879,0.53286037,0.86360682,0.63983236,0.87333859,0.78292000
0.13,0.66673841,0.55773994,0.88313335,0.66771163,0.89611281,0.78998821
0.14,0.69032088,0.58173750,0.89450112,0.69458473,0.91771309,0.79673211
0.15,0.71303119,0.60494216,0.90201752,0.72055543,0.93827725,0.80317643
0.16,0.72398970,0.61943114,0.89121094,0.73071907,0.93590158,0.78568424
0.17,0.73443458,0.63336810,0.87827239,0.74038019,0.93363741,0.77044253
0.18,0.74441805,0.64672312,0.86141681,0.74949597,0.93147357,0.75700546
0.19,0.75398447,0.65962378,0.84066147,0.75820838,0.92940040,0.74503863
0.2,0.76317189,0.67210840,0.81594014,0.76655493,0.92740951,0.73428624
0.22,0.76978960,0.67152480,0.77384515,0.74207341,0.90508623,0.71390552
0.24,0.77566390,0.66785657,0.73488775,0.72037173,0.88502870,0.69675548
0.26,0.77186916,0.65251003,0.71319302,0.69570932,0.86082820,0.67484044
0.28,0.75981560,0.62933281,0.67171115,0.66840253,0.83326879,0.64854470
0.3,0.74880479,0.60862083,0.64277771,0.64393622,0.80828269,0.62471591
0.32,0.72042284,0.58480513,0.60155759,0.62811624,0.77514329,0.60405014
0.34,0.69467690,0.56240344,0.57163868,0.61359708,0.74514046,0.58707622
0.36,0.66815573,0.54126662,0.55459230,0.60020445,0.71781450,0.57328036
0.38,0.64107464,0.52131057,0.53229799,0.58784368,0.69279278,0.56227382
0.4,0.61630519,0.50237869,0.51290184,0.57634385,0.66976987,0.55376382
0.42,0.58762792,0.47459226,0.49228003,0.54868072,0.64264811,0.53214432
0.44,0.56154465,0.44934105,0.47090256,0.52354022,0.61773230,0.51461069
0.46,0.54053454,0.42630191,0.45476989,0.50059276,0.59475159,0.50079094
0.48,0.52376916,0.40499014,0.44473204,0.47931053,0.57347800,0.49043592
0.5,0.50810465,0.38541996,0.43498646,0.45974657,0.55371822,0.48340901
0.55,0.48784718,0.34109442,0.39534086,0.41868497,0.50537989,0.43845578
0.6,0.46129038,0.30473683,0.35382323,0.38440258,0.46462614,0.42339401
0.65,0.42502211,0.27466721,0.31756721,0.35562900,0.42975510,0.41371573
0.7,0.40463445,0.24926260,0.29190400,0.33090842,0.39953981,0.40530696
0.75,0.38002357,0.22755566,0.26642006,0.30943782,0.37307341,0.39088421
0.8,0.35781420,0.21318801,0.24741875,0.29145223,0.34865173,0.37823525
0.85,0.33022567,0.20037975,0.23173782,0.27550907,0.32699839,0.35939725
0.9,0.30446417,0.18885598,0.21530966,0.26122856,0.30765727,0.34274084
0.95,0.28138736,0.17846306,0.20227792,0.24840107,0.29026779,0.32311282
1.0,0.26402112,0.16904313,0.19157446,0.23681344,0.27454114,0.30550027
1.1,0.23830745,0.15573881,0.17071027,0.21700547,0.24459168,0.28306122
1.2,0.22535928,0.14443934,0.15243607,0.20036732,0.21990333,0.26351807
1.3,0.22183796,0.13471409,0.13829444,0.18618650,0.19922179,0.24616952
1.4,0.20573287,0.12624899,0.12700122,0.17395022,0.18166027,0.23086377
1.5,0.19533439,0.11880927,0.11971505,0.16327983,0.16657446,0.21744762
1.6,0.18062902,0.10576757,0.11144318,0.15105269,0.15124358,0.20109614
1.7,0.16808530,0.09481874,0.10167338,0.14040166,0.13807041,0.18703544
1.8,0.15786041,0.08553231,0.09616779,0.13104779,0.12665223,0.17481256
1.9,0.15001034,0.07758384,0.08963991,0.12277354,0.11667876,0.16408697
2.0,0.14221907,0.07072489,0.08307456,0.11540683,0.10790758,0.15459767
3.0,0.07978705,-999.000,0.04502625,0.06867311,0.05697756,0.08665715
4.0,0.04240485,-999.000,0.03301060,0.04759518,0.03559423,0.05613292
5.0,-999.000,-999.000,-999.000,0.03499876,0.02454484,0.03899918
7.5,-999.000,-999.000,-999.000,0.01947206,0.01192453,-999.000
10.0,-999.000,-999.000,-999.000,0.00924259,0.00656429,-999.000
====================================================
Magnitude,7.0,rhypo,22.360679775,rx,20.0,rjb,20.0,repi,20.0,rrup,20.6155281281
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.20459197,0.11281777,0.18599354,0.19266826,0.24268042,0.26952360
0.075,0.23794935,0.14314886,0.22775310,0.24285664,0.30660320,0.36241537
0.1,0.26485684,0.17316158,0.25963856,0.27595113,0.35745230,0.44579251
0.11,0.27814094,0.18306487,0.26834175,0.28928565,0.36824673,0.44856441
0.12,0.29084977,0.19258269,0.27729702,0.30201992,0.37837328,0.45117072
0.13,0.30305335,0.20173082,0.28447348,0.31418296,0.38792389,0.45362528
0.14,0.31480851,0.21057421,0.28931098,0.32587962,0.39697180,0.45594137
0.15,0.32616211,0.21914320,0.29349661,0.33715928,0.40557644,0.45813123
0.16,0.33107883,0.22540303,0.29346873,0.34125518,0.40393997,0.44701397
0.17,0.33576429,0.23144529,0.29327870,0.34514771,0.40239006,0.43710146
0.18,0.34024204,0.23725966,0.29138437,0.34881395,0.40091738,0.42817554
0.19,0.34453210,0.24289335,0.28808996,0.35231752,0.39951401,0.42006968
0.2,0.34865161,0.24836107,0.28343870,0.35567366,0.39817318,0.41265440
0.22,0.34551175,0.24169787,0.27527475,0.34298498,0.38720511,0.39505386
0.24,0.34251884,0.23501126,0.26717403,0.33179615,0.37738858,0.37975684
0.26,0.33541212,0.22954234,0.26315855,0.32031286,0.36590197,0.36269961
0.28,0.32493084,0.22538965,0.25290473,0.30846144,0.35308536,0.34421788
0.3,0.31542370,0.22157561,0.24722579,0.29782249,0.34150248,0.32767148
0.32,0.30250087,0.21167375,0.23789972,0.28945764,0.32668696,0.31462072
0.34,0.29083136,0.20262947,0.23142746,0.28181392,0.31330843,0.30331795
0.36,0.27955991,0.19433420,0.22773945,0.27479197,0.30115305,0.29348843
0.38,0.26865781,0.18671268,0.22176044,0.26833268,0.29004803,0.28491575
0.4,0.25869332,0.17967143,0.21605634,0.26234502,0.27985213,0.27742742
0.42,0.24831064,0.17134873,0.20930899,0.25025969,0.26814685,0.26614885
0.44,0.23879669,0.16375702,0.20216199,0.23925555,0.25740996,0.25641894
0.46,0.23104251,0.15680393,0.19652047,0.22919302,0.24752126,0.24806357
0.48,0.22479074,0.15033261,0.19359399,0.21983951,0.23837972,0.24094444
0.5,0.21893602,0.14436649,0.19068780,0.21122676,0.22989984,0.23495298
0.55,0.20367843,0.13121299,0.17717541,0.19269347,0.20959669,0.21341917
0.6,0.18667792,0.12022932,0.16261721,0.17719744,0.19250549,0.20084819
0.65,0.16713691,0.11100902,0.14988693,0.16417643,0.17790083,0.19188016
0.7,0.15591200,0.10308944,0.14039613,0.15297543,0.16526096,0.18391874
0.75,0.14680750,0.09621375,0.13123726,0.14323550,0.15420097,0.17568488
0.8,0.13841095,0.09096834,0.12347440,0.13500418,0.14415158,0.16837876
0.85,0.12869270,0.08629099,0.11709659,0.12770340,0.13523930,0.16104105
0.9,0.11961605,0.08207781,0.11022495,0.12116014,0.12727681,0.15446312
0.95,0.11187798,0.07827458,0.10468627,0.11527958,0.12011605,0.14641466
1.0,0.10553888,0.07482328,0.09985936,0.10996476,0.11363844,0.13915797
1.1,0.09550752,0.06949073,0.09064741,0.10043808,0.10135459,0.12642884
1.2,0.08880576,0.06495035,0.08226596,0.09246327,0.09121639,0.11569201
1.3,0.08521247,0.06103242,0.07588395,0.08568741,0.08271415,0.10743510
1.4,0.08000165,0.05761314,0.07030136,0.07985736,0.07548713,0.10111831
1.5,0.07498748,0.05460000,0.06576689,0.07478675,0.06927297,0.09556569
1.6,0.07039892,0.04882854,0.06171477,0.06917921,0.06295557,0.08840608
1.7,0.06865828,0.04396346,0.05682028,0.06429530,0.05752370,0.08220528
1.8,0.06702527,0.03982093,0.05410169,0.06000682,0.05281239,0.07678410
1.9,0.06351565,0.03626194,0.05074219,0.05621384,0.04869442,0.07200530
2.0,0.05987714,0.03317974,0.04712567,0.05283730,0.04507028,0.06776199
3.0,0.03809456,-999.000,0.02619999,0.03132582,0.02387088,0.03854653
4.0,0.01682979,-999.000,0.01964455,0.02207336,0.01490981,0.02681600
5.0,-999.000,-999.000,-999.000,0.01671735,0.01028372,0.02028351
7.5,-999.000,-999.000,-999.000,0.00971949,0.00499998,-999.000
10.0,-999.000,-999.000,-999.000,0.00518905,0.00275328,-999.000
====================================================
Magnitude,7.0,rhypo,50.9901951359,rx,50.0,rjb,50.0,repi,50.0,rrup,50.2493781056
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.08687093,0.04035774,0.06263938,0.09572048,0.09239249,0.11661985
0.075,0.10194906,0.04768304,0.07468804,0.11813102,0.11441984,0.15965231
0.1,0.11420791,0.05650867,0.08335865,0.13212179,0.13276746,0.19896007
0.11,0.12030201,0.05918376,0.08603195,0.13829020,0.13723599,0.20015655
0.12,0.12614902,0.06173521,0.08917003,0.14417256,0.14144272,0.20126521
0.13,0.13177841,0.06416917,0.09176985,0.14978303,0.14542289,0.20229691
0.14,0.13721415,0.06650724,0.09371075,0.15517192,0.14920470,0.20326077
0.15,0.14247608,0.06875962,0.09563751,0.16036291,0.15281108,0.20416448
0.16,0.14476747,0.07081884,0.09677728,0.16317631,0.15270659,0.19937217
0.17,0.14695340,0.07280925,0.09807406,0.16586406,0.15260308,0.19504018
0.18,0.14904453,0.07472755,0.09870387,0.16841739,0.15250062,0.19109280
0.19,0.15104991,0.07658855,0.09886504,0.17086882,0.15239920,0.18747105
0.2,0.15297729,0.07839683,0.09859614,0.17322748,0.15229882,0.18412820
0.22,0.15267004,0.07936005,0.09805396,0.16809212,0.14880187,0.17536014
0.24,0.15237598,0.08019448,0.09726164,0.16353700,0.14565946,0.16771413
0.26,0.14974051,0.07995579,0.09722850,0.15896895,0.14178994,0.15958269
0.28,0.14513704,0.07876047,0.09534229,0.15431296,0.13732908,0.15110254
0.3,0.14097460,0.07766245,0.09520700,0.15010104,0.13328485,0.14355516
0.32,0.13578254,0.07598992,0.09419699,0.14624345,0.12791084,0.13787670
0.34,0.13107853,0.07444095,0.09380398,0.14271016,0.12304456,0.13284924
0.36,0.12583478,0.07300049,0.09362842,0.13945712,0.11861122,0.12837161
0.38,0.12017694,0.07166189,0.09249327,0.13645948,0.11455034,0.12436307
0.4,0.11504344,0.07040819,0.09111510,0.13367523,0.11081237,0.12075837
0.42,0.11055137,0.06829252,0.08909407,0.12811696,0.10643476,0.11620462
0.44,0.10643151,0.06633338,0.08688558,0.12303270,0.10241028,0.11215031
0.46,0.10273449,0.06451289,0.08501586,0.11836312,0.09869561,0.10853763
0.48,0.09940523,0.06278269,0.08436402,0.11399827,0.09525426,0.10531871
0.5,0.09631184,0.06116599,0.08368315,0.10996296,0.09205535,0.10245370
0.55,0.08910424,0.05750479,0.07948599,0.10096197,0.08431499,0.09374950
0.6,0.08255968,0.05435210,0.07481485,0.09338965,0.07777069,0.08757397
0.65,0.07601613,0.05164451,0.07081380,0.08699587,0.07215526,0.08295769
0.7,0.07258261,0.04925686,0.06759048,0.08146710,0.06727597,0.07888852
0.75,0.06914756,0.04713236,0.06470669,0.07663626,0.06299030,0.07516121
0.8,0.06495464,0.04531199,0.06167592,0.07247185,0.05907207,0.07184486
0.85,0.05995137,0.04366514,0.05922143,0.06876635,0.05558552,0.06900513
0.9,0.05599376,0.04215892,0.05647760,0.06543461,0.05246052,0.06643961
0.95,0.05234503,0.04078133,0.05422564,0.06243175,0.04964149,0.06323020
1.0,0.04924951,0.03951549,0.05209663,0.05971045,0.04708384,0.06032680
1.1,0.04458258,0.03717452,0.04817373,0.05456633,0.04216799,0.05437726
1.2,0.04082282,0.03515825,0.04443268,0.05025809,0.03809328,0.04942995
1.3,0.03809942,0.03339984,0.04167117,0.04659591,0.03466248,0.04576648
1.4,0.03574547,0.03185005,0.03894530,0.04344361,0.03173548,0.04307464
1.5,0.03348526,0.03047172,0.03615811,0.04070088,0.02921000,0.04070979
1.6,0.03112876,0.02724998,0.03420268,0.03769164,0.02660633,0.03771076
1.7,0.03014060,0.02453452,0.03177823,0.03506787,0.02436292,0.03510200
1.8,0.02916701,0.02222259,0.03045920,0.03276161,0.02241324,0.03281300
1.9,0.02732463,0.02023652,0.02874483,0.03071984,0.02070584,0.03078916
2.0,0.02561561,0.01851663,0.02675277,0.02890057,0.01920041,0.02898759
3.0,0.01847836,-999.000,0.01525611,0.01712347,0.01025781,0.01681164
4.0,0.00681286,-999.000,0.01169836,0.01218851,0.00642042,0.01196868
5.0,-999.000,-999.000,-999.000,0.00941917,0.00443384,0.00939357
7.5,-999.000,-999.000,-999.000,0.00564298,0.00215973,-999.000
10.0,-999.000,-999.000,-999.000,0.00327927,0.00119008,-999.000
====================================================
Magnitude,7.0,rhypo,100.498756211,rx,100.0,rjb,100.0,repi,100.0,rrup,100.124921973
IMT,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
0.05,0.04387726,0.01786937,0.02637438,0.04115623,0.03881427,0.04650061
0.075,0.05174210,0.01978268,0.03078901,0.04997505,0.04647088,0.06274563
0.1,0.05816305,0.02283485,0.03378928,0.05521926,0.05372404,0.07746342
0.11,0.06140300,0.02369528,0.03483399,0.05786678,0.05607243,0.07832327
0.12,0.06451819,0.02450895,0.03619074,0.06039445,0.05830475,0.07911823
0.13,0.06752327,0.02527839,0.03734040,0.06280808,0.06043568,0.07985755
0.14,0.07043019,0.02601221,0.03825358,0.06512867,0.06247707,0.08054864
0.15,0.07324885,0.02671444,0.03922636,0.06736608,0.06443864,0.08119750
0.16,0.07450105,0.02752624,0.04007240,0.06950344,0.06507007,0.07971024
0.17,0.07569681,0.02831127,0.04106240,0.07157293,0.06566729,0.07835302
0.18,0.07684176,0.02906821,0.04175136,0.07357119,0.06623392,0.07710586
0.19,0.07794072,0.02980284,0.04225394,0.07551272,0.06677302,0.07595297
0.2,0.07899782,0.03051692,0.04259541,0.07740199,0.06728720,0.07488166
0.22,0.07957990,0.03227577,0.04316710,0.07647618,0.06684568,0.07185897
0.24,0.08011311,0.03396373,0.04356514,0.07564069,0.06643867,0.06920071
0.26,0.07914840,0.03452538,0.04406570,0.07471495,0.06559965,0.06637068
0.28,0.07690122,0.03402336,0.04390857,0.07367037,0.06438999,0.06341256
0.3,0.07486598,0.03356242,0.04459455,0.07271104,0.06327738,0.06076194
0.32,0.07241558,0.03361723,0.04510675,0.07151175,0.06140860,0.05882943
0.34,0.07018674,0.03366755,0.04576186,0.07040323,0.05969711,0.05709349
0.36,0.06730448,0.03371399,0.04619431,0.06937384,0.05812092,0.05552534
0.38,0.06390742,0.03375982,0.04615978,0.06841959,0.05666205,0.05410175
0.4,0.06084309,0.03380257,0.04587297,0.06752645,0.05530565,0.05280372
0.42,0.05848315,0.03325549,0.04518814,0.06528134,0.05352791,0.05122560
0.44,0.05631827,0.03274196,0.04440700,0.06321025,0.05188071,0.04979529
0.46,0.05421304,0.03225855,0.04367813,0.06129266,0.05034874,0.04849679
0.48,0.05216601,0.03178550,0.04359567,0.05947983,0.04891904,0.04731662
0.5,0.05027501,0.03133819,0.04348587,0.05779141,0.04758056,0.04624333
0.55,0.04645574,0.03028143,0.04203476,0.05376681,0.04411918,0.04291222
0.6,0.04361648,0.02934756,0.04036420,0.05033788,0.04115536,0.04035739
0.65,0.04127446,0.02853652,0.03902050,0.04741491,0.03858183,0.03827251
0.7,0.04027639,0.02780544,0.03780585,0.04486021,0.03632048,0.03643441
0.75,0.03874950,0.02714153,0.03688570,0.04260572,0.03431299,0.03478469
