Distance (km) Total Standard Deviations Trellis
vs30measured,True,hypo_depth,10.0,rake,0.0,z1pt0,100.0,vs30,800.0,ztor,5.0,dip,90.0
Magnitude,6.50
PGA
rhypo,rx,rjb,repi,rrup,AkkarBommer2010,AkkarCagnan2010,AkkarEtAlRjb2014,BooreAtkinson2008,ChiouYoungs2008,ZhaoEtAl2006Asc
35.4401,34.0000,34.0000,34.0000,34.3657,0.69561709,0.89117458,0.76757403,0.59600000,0.62430100,0.75908366
36.4005,35.0000,35.0000,35.0000,35.3553,0.69561709,0.89117458,0.76757403,0.59600000,0.62435869,0.75908366
37.3631,36.0000,36.0000,36.0000,36.3456,0.69561709,0.89117458,0.76757403,0.59600000,0.62441425,0.75908366
38.3275,37.0000,37.0000,37.0000,37.3363,0.69561709,0.89117458,0.76757403,0.59600000,0.62446777,0.75908366
39.2938,38.0000,38.0000,38.0000,38.3275,0.69561709,0.89117458,0.76757403,0.59600000,0.62451933,0.75908366
40.2616,39.0000,39.0000,39.0000,39.3192,0.69561709,0.89117458,0.76757403,0.59600000,0.62456904,0.75908366
41.2311,40.0000,40.0000,40.0000,40.3113,0.69561709,0.89117458,0.76757403,0.59600000,0.62461697,0.75908366
42.2019,41.0000,41.0000,41.0000,41.3038,0.69561709,0.89117458,0.76757403,0.59600000,0.62466320,0.75908366
43.1741,42.0000,42.0000,42.0000,42.2966,0.69561709,0.89117458,0.76757403,0.59600000,0.62470781,0.75908366
44.1475,43.0000,43.0000,43.0000,43.2897,0.69561709,0.89117458,0.76757403,0.59600000,0.62475088,0.75908366
45.1221,44.0000,44.0000,44.0000,44.2832,0.69561709,0.89117458,0.76757403,0.59600000,0.62479248,0.75908366
46.0977,45.0000,45.0000,45.0000,45.2769,0.69561709,0.89117458,0.76757403,0.59600000,0.62483267,0.75908366
47.0744,46.0000,46.0000,46.0000,46.2709,0.69561709,0.89117458,0.76757403,0.59600000,0.62487152,0.75908366
48.0521,47.0000,47.0000,47.0000,47.2652,0.69561709,0.89117458,0.76757403,0.59600000,0.62490909,0.75908366
49.0306,48.0000,48.0000,48.0000,48.2597,0.69561709,0.89117458,0.76757403,0.59600000,0.62494545,0.75908366
50.0100,49.0000,49.0000,49.0000,49.2544,0.69561709,0.89117458,0.76757403,0.59600000,0.62498064,0.75908366
50.9902,50.0000,50.0000,50.0000,50.2494,0.69561709,0.89117458,0.76757403,0.59600000,0.62501472,0.75908366
51.9711,51.0000,51.0000,51.0000,51.2445,0.69561709,0.89117458,0.76757403,0.59600000,0.62504774,0.75908366
52.9528,52.0000,52.0000,52.0000,52.2398,0.69561709,0.89117458,0.76757403,0.59600000,0.62507974,0.75908366
53.9351,53.0000,53.0000,53.0000,53.2353,0.69561709,0.89117458,0.76757403,0.59600000,0.62511078,0.75908366
54.9181,54.0000,54.0000,54.0000,54.2310,0.69561709,0.89117458,0.76757403,0.59600000,0.62514090,0.75908366
55.9017,55.0000,55.0000,55.0000,55.2268,0.69561709,0.89117458,0.76757403,0.59600000,0.62517013,0.75908366
56.8859,56.0000,56.0000,56.0000,56.2228,0.69561709,0.89117458,0.76757403,0.59600000,0.62519852,0.75908366
57.8705,57.0000,57.0000,57.0000,57.2189,0.69561709,0.89117458,0.76757403,0.59600000,0.62522610,0.75908366
