0.00000000e+00,4.38769996e-01,3.44000012e-01,3.39080006e-01
2.00000000e-03,4.40019995e-01,3.44929993e-01,3.41089994e-01
4.00000000e-03,4.41410005e-01,3.45829993e-01,3.44520003e-01
6.00000000e-03,4.42900002e-01,3.46729994e-01,3.50050002e-01
8.00000000e-03,4.44400012e-01,3.47700000e-01,3.58110011e-01
1.00000000e-02,4.45809990e-01,3.48899990e-01,3.68690014e-01
1.20000000e-02,4.47050005e-01,3.50499988e-01,3.81660014e-01
1.40000000e-02,4.48119998e-01,3.52690011e-01,3.97460014e-01
1.60000000e-02,4.49110001e-01,3.55500013e-01,4.17650014e-01
1.80000000e-02,4.50199991e-01,3.58749986e-01,4.44770008e-01
2.00000000e-02,4.51669991e-01,3.61889988e-01,4.80569988e-01
2.20000000e-02,4.53819990e-01,3.63970011e-01,5.22930026e-01
2.40000000e-02,4.56900001e-01,3.63810003e-01,5.62969983e-01
2.60000000e-02,4.61070001e-01,3.60289991e-01,5.84890008e-01
2.80000000e-02,4.66320008e-01,3.52800012e-01,5.69830000e-01
3.00000000e-02,4.72460002e-01,3.41580003e-01,5.02409995e-01
3.20000000e-02,4.79110003e-01,3.28079998e-01,3.75919998e-01
3.40000000e-02,4.85720009e-01,3.14969987e-01,1.93660006e-01
3.60000000e-02,4.91620004e-01,3.06080014e-01,-3.12639996e-02
3.80000000e-02,4.96010005e-01,3.05720001e-01,-2.76650012e-01
4.00000000e-02,4.98109996e-01,3.17739993e-01,-5.14020026e-01
4.20000000e-02,4.97220010e-01,3.44119996e-01,-7.14179993e-01
4.40000000e-02,4.92870003e-01,3.84009987e-01,-8.51559997e-01
4.60000000e-02,4.84860003e-01,4.33149993e-01,-9.04569983e-01
4.80000000e-02,4.73280013e-01,4.84169990e-01,-8.58430028e-01
5.00000000e-02,4.58609998e-01,5.27689993e-01,-7.13729978e-01
5.20000000e-02,4.41709995e-01,5.54520011e-01,-4.92659986e-01
5.40000000e-02,4.23869997e-01,5.58019996e-01,-2.33830005e-01
5.60000000e-02,4.06610012e-01,5.35830021e-01,2.37399992e-02
5.80000000e-02,3.91460001e-01,4.90420014e-01,2.55219996e-01
6.00000000e-02,3.79599988e-01,4.28759992e-01,4.53299999e-01
6.20000000e-02,3.71560007e-01,3.61330003e-01,6.22569978e-01
6.40000000e-02,3.67049992e-01,3.00550014e-01,7.71879971e-01
6.60000000e-02,3.65049988e-01,2.58080006e-01,9.09550011e-01
6.80000000e-02,3.64199996e-01,2.41679996e-01,1.04110003e+00
7.00000000e-02,3.63270015e-01,2.52849996e-01,1.16929996e+00
7.20000000e-02,3.61400008e-01,2.86549985e-01,1.29569995e+00
7.40000000e-02,3.58260006e-01,3.32960010e-01,1.42270005e+00
7.60000000e-02,3.54250014e-01,3.80609989e-01,1.55340004e+00
7.80000000e-02,3.50580007e-01,4.18900013e-01,1.68970001e+00
8.00000000e-02,3.49299997e-01,4.39639986e-01,1.83089995e+00
8.20000000e-02,3.53190005e-01,4.38129991e-01,1.97220004e+00
8.40000000e-02,3.65159988e-01,4.13760006e-01,2.10509992e+00
8.60000000e-02,3.87239993e-01,3.69610012e-01,2.21609998e+00
8.80000000e-02,4.19620007e-01,3.11670005e-01,2.28530002e+00
9.00000000e-02,4.60339993e-01,2.48410001e-01,2.28710008e+00
9.20000000e-02,5.05530000e-01,1.89610004e-01,2.19729996e+00
9.40000000e-02,5.50270021e-01,1.44219995e-01,2.00230002e+00
9.60000000e-02,5.89990020e-01,1.18270002e-01,1.70379996e+00
9.80000000e-02,6.21770024e-01,1.13890000e-01,1.31480002e+00
1.00000000e-01,6.45039976e-01,1.29519999e-01,8.50239992e-01
1.02000000e-01,6.61239982e-01,1.60420001e-01,3.24389994e-01
1.04000000e-01,6.72699988e-01,1.99070007e-01,-2.41600007e-01
1.06000000e-01,6.81469977e-01,2.36650005e-01,-8.14170003e-01
1.08000000e-01,6.88679993e-01,2.65870005e-01,-1.35650003e+00
1.10000000e-01,6.94679976e-01,2.83650011e-01,-1.84239995e+00
1.12000000e-01,6.99450016e-01,2.92129993e-01,-2.25790000e+00
1.14000000e-01,7.02889979e-01,2.97239989e-01,-2.59050012e+00
1.16000000e-01,7.04970002e-01,3.04949999e-01,-2.81949997e+00
1.18000000e-01,7.05890000e-01,3.17310005e-01,-2.91820002e+00
1.20000000e-01,7.05959976e-01,3.31120014e-01,-2.86640000e+00
1.22000000e-01,7.05320001e-01,3.39610010e-01,-2.66700006e+00
1.24000000e-01,7.03230023e-01,3.36199999e-01,-2.35270000e+00
1.26000000e-01,6.96919978e-01,3.18489999e-01,-1.97179997e+00
1.28000000e-01,6.80540025e-01,2.90719986e-01,-1.56320000e+00
1.30000000e-01,6.44999981e-01,2.64869988e-01,-1.14049995e+00
1.32000000e-01,5.79289973e-01,2.60289997e-01,-6.84279978e-01
1.34000000e-01,4.73289996e-01,2.99769998e-01,-1.25220001e-01
1.36000000e-01,3.21410000e-01,4.01540011e-01,6.58659995e-01
1.38000000e-01,1.26230001e-01,5.69280028e-01,1.79310000e+00
1.40000000e-01,-9.90730003e-02,7.85030007e-01,3.32080007e+00
1.42000000e-01,-3.30430001e-01,1.01049995e+00,5.13850021e+00
1.44000000e-01,-5.35709977e-01,1.19790006e+00,7.00320005e+00
1.46000000e-01,-6.80700004e-01,1.30519998e+00,8.60439968e+00
1.48000000e-01,-7.37259984e-01,1.30840003e+00,9.64999962e+00
1.50000000e-01,-6.91370010e-01,1.20550001e+00,9.90600014e+00
1.52000000e-01,-5.47789991e-01,1.01269996e+00,9.20479965e+00
1.54000000e-01,-3.29369992e-01,7.54289985e-01,7.47060013e+00
1.56000000e-01,-7.10209981e-02,4.56209987e-01,4.77339983e+00
1.58000000e-01,1.89469993e-01,1.47929996e-01,1.37670004e+00
1.60000000e-01,4.20859993e-01,-1.31040007e-01,-2.29200006e+00
1.62000000e-01,6.04870021e-01,-3.31409991e-01,-5.77600002e+00
1.64000000e-01,7.37580001e-01,-4.06190008e-01,-8.74199963e+00
1.66000000e-01,8.25609982e-01,-3.27800006e-01,-1.10209999e+01
1.68000000e-01,8.79310012e-01,-9.82569978e-02,-1.25270004e+01
1.70000000e-01,9.06059980e-01,2.51159996e-01,-1.31490002e+01
1.72000000e-01,9.06430006e-01,6.64960027e-01,-1.27250004e+01
1.74000000e-01,8.74840021e-01,1.06799996e+00,-1.11370001e+01
1.76000000e-01,8.04289997e-01,1.37440002e+00,-8.44890022e+00
1.78000000e-01,6.92690015e-01,1.50680006e+00,-4.96899986e+00
1.80000000e-01,5.48150003e-01,1.42130005e+00,-1.16840005e+00
1.82000000e-01,3.90740007e-01,1.11940002e+00,2.48469996e+00
1.84000000e-01,2.49080002e-01,6.39360011e-01,5.58920002e+00
1.86000000e-01,1.52070001e-01,4.02269997e-02,7.75939989e+00
1.88000000e-01,1.19190000e-01,-6.04879975e-01,8.69460011e+00
1.90000000e-01,1.54070005e-01,-1.20910001e+00,8.34850025e+00
1.92000000e-01,2.43619993e-01,-1.67980003e+00,6.95510006e+00
1.94000000e-01,3.62379998e-01,-1.93789995e+00,4.88700008e+00
1.96000000e-01,4.79930013e-01,-1.94099998e+00,2.48970008e+00
1.98000000e-01,5.68449974e-01,-1.69729996e+00,-1.89030005e-04
2.00000000e-01,6.07829988e-01,-1.26020002e+00,-2.43580008e+00
2.02000000e-01,5.87329984e-01,-7.08230019e-01,-4.70200014e+00
2.04000000e-01,5.05140007e-01,-1.18740000e-01,-6.67129993e+00
2.06000000e-01,3.67940009e-01,4.50580001e-01,-8.18220043e+00
2.08000000e-01,1.91080004e-01,9.65910017e-01,-9.04669952e+00
2.10000000e-01,-1.68680004e-03,1.40880001e+00,-9.09939957e+00
2.12000000e-01,-1.79749995e-01,1.76349998e+00,-8.27050018e+00
2.14000000e-01,-3.09839994e-01,2.01370001e+00,-6.64709997e+00
2.16000000e-01,-3.63579988e-01,2.15229988e+00,-4.46859980e+00
2.18000000e-01,-3.26150000e-01,2.18610001e+00,-2.05060005e+00
2.20000000e-01,-2.01920003e-01,2.12890005e+00,3.12319994e-01
2.22000000e-01,-1.41040003e-02,1.98969996e+00,2.40580010e+00
2.24000000e-01,2.01570004e-01,1.77219999e+00,4.09480000e+00
2.26000000e-01,4.06720012e-01,1.48740005e+00,5.29069996e+00
2.28000000e-01,5.70379972e-01,1.16380000e+00,5.93970013e+00
2.30000000e-01,6.76360011e-01,8.36530030e-01,6.04750013e+00
2.32000000e-01,7.25170016e-01,5.24980009e-01,5.70650005e+00
2.34000000e-01,7.30019987e-01,2.27329999e-01,5.09049988e+00
2.36000000e-01,7.09020019e-01,-6.51109964e-02,4.40409994e+00
2.38000000e-01,6.76620007e-01,-3.50849986e-01,3.80599999e+00
2.40000000e-01,6.37340009e-01,-6.11010015e-01,3.35500002e+00
2.42000000e-01,5.84290028e-01,-8.17430019e-01,3.01749992e+00
2.44000000e-01,5.03849983e-01,-9.47939992e-01,2.72320008e+00
2.46000000e-01,3.84499997e-01,-9.94889975e-01,2.41630006e+00
2.48000000e-01,2.25449994e-01,-9.68169987e-01,2.07669997e+00
2.50000000e-01,4.06720005e-02,-8.96329999e-01,1.71420002e+00
2.52000000e-01,-1.44639999e-01,-8.21150005e-01,1.35090005e+00
2.54000000e-01,-3.03799987e-01,-7.84259975e-01,1.00530005e+00
2.56000000e-01,-4.19770002e-01,-8.11789989e-01,6.64319992e-01
2.58000000e-01,-4.92339998e-01,-9.02570009e-01,2.66140014e-01
2.60000000e-01,-5.38190007e-01,-1.02489996e+00,-2.75229990e-01
2.62000000e-01,-5.82620025e-01,-1.12349999e+00,-1.02499998e+00
2.64000000e-01,-6.46650016e-01,-1.13310003e+00,-1.98759997e+00
2.66000000e-01,-7.36180007e-01,-9.98660028e-01,-3.06640005e+00
2.68000000e-01,-8.38010013e-01,-6.98920012e-01,-4.03989983e+00
2.70000000e-01,-9.23520029e-01,-2.57360011e-01,-4.61999989e+00
2.72000000e-01,-9.56749976e-01,2.66449988e-01,-4.59159994e+00
2.74000000e-01,-9.03410017e-01,7.95249999e-01,-3.93289995e+00
2.76000000e-01,-7.38749981e-01,1.24969995e+00,-2.81399989e+00
2.78000000e-01,-4.52369988e-01,1.55490005e+00,-1.49539995e+00
2.80000000e-01,-5.00210002e-02,1.64540005e+00,-2.23940000e-01
2.82000000e-01,4.46099997e-01,1.47829998e+00,8.19679976e-01
2.84000000e-01,9.98899996e-01,1.04840004e+00,1.53369999e+00
2.86000000e-01,1.56089997e+00,3.86680007e-01,1.87969995e+00
2.88000000e-01,2.08159995e+00,-4.44070011e-01,1.85399997e+00
2.90000000e-01,2.51379991e+00,-1.34220004e+00,1.49259996e+00
2.92000000e-01,2.81879997e+00,-2.16729999e+00,8.90779972e-01
